su,bl,type,tr,let,num,rilet,vac,vse,rt,acc,respSE,respRT,statAC,statSE,statRT,stratac,strat,stratrt,item
18,5,3,6,0,7,7,0,0,1746,1,7,0,0,1,102,0,0,0,1
18,5,3,7,3,9,12,0,0,5335,1,12,0,0,1,84,1,1,1187,4
18,5,3,8,1,9,10,0,0,4447,0,9,0,0,1,64,1,2,1381,2
18,5,3,9,9,9,18,0,0,2723,1,18,0,0,1,90,1,2,1350,10
18,5,3,10,6,7,13,0,0,7192,1,13,0,0,1,74,0,0,0,7
18,6,3,1,4,7,11,0,0,3474,1,11,0,0,1,110,1,1,1272,5
18,6,3,2,0,7,7,0,0,1463,1,7,0,0,1,110,1,2,1165,1
18,6,3,3,1,9,10,0,0,3599,0,8,0,0,1,62,0,0,0,2
18,6,3,4,9,9,18,0,0,2042,1,18,0,0,1,46,0,0,0,10
18,6,3,5,7,9,16,0,0,5086,1,16,0,0,1,87,0,0,0,8
18,6,3,6,3,9,12,0,0,6127,1,12,0,0,1,98,0,0,0,4
18,6,3,7,2,7,9,0,0,4945,1,9,0,0,1,85,1,1,1145,3
18,6,3,8,8,7,15,0,0,3765,1,15,0,0,1,64,1,1,1561,9
18,6,3,9,5,9,14,0,0,6061,1,14,0,0,1,79,0,0,0,6
18,6,3,10,6,7,13,0,0,4044,1,13,0,0,1,104,1,1,1202,7
18,7,3,1,5,9,14,0,0,6876,1,14,0,0,1,81,1,1,1081,6
18,7,3,2,1,9,10,0,0,2455,1,10,0,0,1,68,1,2,1124,2
18,7,3,3,3,9,12,0,0,7739,1,12,0,0,1,90,1,1,1569,4
18,7,3,4,9,9,18,0,0,2223,1,18,0,0,1,61,1,2,1196,10
18,7,3,5,6,7,13,0,0,3583,1,13,0,0,1,85,0,0,0,7
18,7,3,6,4,7,11,0,0,4366,1,11,0,0,1,115,0,0,0,5
18,7,3,7,2,7,9,0,0,5618,1,9,0,0,1,48,0,0,0,3
18,7,3,8,0,7,7,0,0,1602,1,7,0,0,1,63,0,0,0,1
18,7,3,9,7,9,16,0,0,5164,1,16,0,0,1,89,1,1,1412,8
18,7,3,10,8,7,15,0,0,3804,1,15,0,0,1,79,0,0,0,9
18,8,3,1,7,9,16,0,0,1561,1,16,0,0,1,62,0,0,0,8
18,8,3,2,0,7,7,0,0,1281,1,7,0,0,1,110,1,2,927,1
18,8,3,3,9,9,18,0,0,5046,1,18,0,0,1,87,0,0,0,10
18,8,3,4,2,7,9,0,0,4064,1,9,0,0,1,106,1,1,1070,3
18,8,3,5,3,9,12,0,0,4474,1,12,0,0,1,109,0,0,0,4
18,8,3,6,6,7,13,0,0,3567,1,13,0,0,1,68,1,1,1280,7
18,8,3,7,1,9,10,0,0,5824,1,10,0,0,1,78,0,0,0,2
18,8,3,8,8,7,15,0,0,3650,1,15,0,0,1,61,1,2,1180,9
18,8,3,9,5,9,14,0,0,5388,1,14,0,0,1,67,0,0,0,6
18,8,3,10,4,7,11,0,0,4743,1,11,0,0,1,52,1,1,1259,5
18,9,3,1,9,9,18,0,0,1436,1,18,0,0,1,36,1,2,1077,10
18,9,3,2,4,7,11,0,0,3021,1,11,0,0,1,1115,0,0,0,5
18,9,3,3,1,9,10,0,0,7723,0,6,0,0,1,80,1,1,1732,2
18,9,3,4,8,7,15,0,0,6540,1,15,0,0,1,85,0,0,0,9
18,9,3,5,7,9,16,0,0,5825,1,16,0,0,1,92,1,1,1148,8
18,9,3,6,3,9,12,0,0,5436,1,12,0,0,1,56,1,1,1252,4
18,9,3,7,0,7,7,0,0,1611,1,7,0,0,1,114,0,0,0,1
18,9,3,8,6,7,13,0,0,3811,1,13,0,0,1,122,0,0,0,7
18,9,3,9,5,9,14,0,0,5979,1,14,0,0,1,93,1,1,1373,6
18,9,3,10,2,7,9,0,0,3196,0,13,0,0,1,70,0,0,0,3
18,10,3,1,3,9,12,0,0,4527,1,12,0,0,1,73,0,0,0,4
18,10,3,2,8,7,15,0,0,5070,1,15,0,0,1,105,1,1,1525,9
18,10,3,3,4,7,11,0,0,5141,1,11,0,0,1,56,1,1,967,5
18,10,3,4,9,9,18,0,0,1394,1,18,0,0,1,104,0,0,0,10
18,10,3,5,7,9,16,0,0,3494,1,16,0,0,1,88,0,0,0,8
18,10,3,6,1,9,10,0,0,3344,0,13,0,0,1,85,0,0,0,2
18,10,3,7,2,7,9,0,0,4390,1,9,0,0,1,96,1,1,1019,3
18,10,3,8,6,7,13,0,0,3679,1,13,0,0,1,110,1,1,1380,7
18,10,3,9,0,7,7,0,0,1148,1,7,0,0,1,114,1,2,1062,1
18,10,3,10,5,9,14,0,0,4171,1,14,0,0,1,83,0,0,0,6
18,11,3,1,5,9,14,0,0,1743,1,14,0,0,1,47,1,2,985,6
18,11,3,2,0,7,7,0,0,1146,1,7,0,0,1,72,0,0,0,1
18,11,3,3,3,9,12,0,0,4651,1,12,0,0,1,168,1,1,1105,4
18,11,3,4,2,7,9,0,0,5863,1,9,0,0,1,89,0,0,0,3
18,11,3,5,9,9,18,0,0,2675,1,18,0,0,1,88,1,2,902,10
18,11,3,6,1,9,10,0,0,2458,1,10,0,0,1,83,1,2,1149,2
18,11,3,7,7,9,16,0,0,2114,1,16,0,0,1,83,1,2,1045,8
18,11,3,8,4,7,11,0,0,6917,1,11,0,0,1,78,0,0,0,5
18,11,3,9,6,7,13,0,0,2020,1,13,0,0,1,111,0,0,0,7
18,11,3,10,8,7,15,0,0,3279,1,15,0,0,1,69,0,0,0,9
18,12,3,1,1,9,10,0,0,4898,1,10,0,0,1,110,0,0,0,2
18,12,3,2,6,7,13,0,0,1354,1,13,0,0,1,76,1,2,960,7
18,12,3,3,7,9,16,0,0,2000,0,15,0,0,1,110,0,0,0,8
18,12,3,4,2,7,9,0,0,3677,0,13,0,0,1,79,1,3,2388,3
18,12,3,5,5,9,14,0,0,6046,1,14,0,0,1,62,0,0,0,6
18,12,3,6,8,7,15,0,0,3500,1,15,0,0,1,97,1,1,1607,9
18,12,3,7,3,9,12,0,0,5433,1,12,0,0,1,53,0,0,0,4
18,12,3,8,0,7,7,0,0,1340,1,7,0,0,1,154,1,2,1093,1
18,12,3,9,4,7,11,0,0,4100,1,11,0,0,1,76,1,1,1177,5
18,12,3,10,9,9,18,0,0,1590,1,18,0,0,1,87,0,0,0,10
18,13,3,1,9,9,18,0,0,1600,1,18,0,0,1,118,1,2,1008,10
18,13,3,2,5,9,14,0,0,5776,0,13,0,0,1,81,1,2,1442,6
18,13,3,3,0,7,7,0,0,1164,1,7,0,0,1,64,0,0,0,1
18,13,3,4,7,9,16,0,0,1924,0,15,0,0,1,77,1,2,1140,8
18,13,3,5,3,9,12,0,0,5993,1,12,0,0,1,63,1,1,1361,4
18,13,3,6,4,7,11,0,0,4877,0,14,0,0,1,47,0,0,0,5
18,13,3,7,6,7,13,0,0,3138,1,13,0,0,1,76,0,0,0,7
18,13,3,8,8,7,15,0,0,2202,0,16,0,0,1,76,0,0,0,9
18,13,3,9,2,7,9,0,0,5091,1,9,0,0,1,104,0,0,0,3
18,13,3,10,1,9,10,0,0,5661,1,10,0,0,1,108,1,1,1244,2
18,14,3,1,7,9,16,0,0,3036,1,16,0,0,1,88,0,0,0,8
18,14,3,2,0,7,7,0,0,1226,1,7,0,0,1,119,1,2,1441,1
18,14,3,3,5,9,14,0,0,4706,1,14,0,0,1,58,0,0,0,6
18,14,3,4,1,9,10,0,0,2878,0,13,0,0,1,90,0,0,0,2
18,14,3,5,6,7,13,0,0,3060,1,13,0,0,1,100,1,2,1067,7
18,14,3,6,3,9,12,0,0,2919,0,10,0,0,1,76,0,0,0,4
18,14,3,7,2,7,9,0,0,4137,1,9,0,0,1,90,1,1,1171,3
18,14,3,8,8,7,15,0,0,2568,1,15,0,0,1,50,1,2,1258,9
18,14,3,9,9,9,18,0,0,1300,1,18,0,0,1,205,0,0,0,10
18,14,3,10,4,7,11,0,0,6141,1,11,0,0,1,52,1,1,1270,5
18,15,3,1,5,9,14,0,0,4006,0,10,0,0,1,87,1,2,1579,6
18,15,3,2,1,9,10,0,0,5107,1,10,0,0,1,101,1,1,1206,2
18,15,3,3,7,9,16,0,0,2404,1,16,0,0,1,76,1,2,1176,8
18,15,3,4,2,7,9,0,0,5387,1,9,0,0,1,52,0,0,0,3
18,15,3,5,3,9,12,0,0,4710,1,12,0,0,1,71,1,2,1183,4
18,15,3,6,6,7,13,0,0,4247,1,13,0,0,1,60,0,0,0,7
18,15,3,7,4,7,11,0,0,4086,1,11,0,0,1,40,0,0,0,5
18,15,3,8,8,7,15,0,0,2973,1,15,0,0,1,61,0,0,0,9
18,15,3,9,0,7,7,0,0,1201,1,7,0,0,1,54,0,0,0,1
18,15,3,10,9,9,18,0,0,1211,1,18,0,0,1,70,1,2,1074,10
18,16,3,1,1,9,10,0,0,4798,1,10,0,0,1,76,0,0,0,2
18,16,3,2,2,7,9,0,0,6023,1,9,0,0,1,107,1,2,1846,3
18,16,3,3,3,9,12,0,0,2498,0,10,0,0,1,130,0,0,0,4
18,16,3,4,5,9,14,0,0,5492,1,14,0,0,1,109,0,0,0,6
18,16,3,5,9,9,18,0,0,1640,1,18,0,0,1,110,0,0,0,10
18,16,3,6,6,7,13,0,0,3353,1,13,0,0,1,1098,1,1,1227,7
18,16,3,7,0,7,7,0,0,1321,1,7,0,0,1,66,1,2,937,1
18,16,3,8,7,9,16,0,0,2585,1,16,0,0,1,88,0,0,0,8
18,16,3,9,4,7,11,0,0,4683,0,9,0,0,1,113,1,1,1073,5
18,16,3,10,8,7,15,0,0,4080,1,15,0,0,1,89,1,3,1966,9
18,17,3,1,1,9,10,0,0,3801,0,12,0,0,1,75,1,3,1837,2
18,17,3,2,5,9,14,0,0,7682,0,13,0,0,1,113,1,2,1602,6
18,17,3,3,8,7,15,0,0,4359,0,14,0,0,1,78,0,0,0,9
18,17,3,4,0,7,7,0,0,1314,1,7,0,0,1,84,0,0,0,1
18,17,3,5,9,9,18,0,0,1519,1,18,0,0,1,95,1,2,1053,10
18,17,3,6,2,7,9,0,0,2407,0,13,0,0,1,106,0,0,0,3
18,17,3,7,4,7,11,0,0,4625,0,10,0,0,1,86,0,0,0,5
18,17,3,8,7,9,16,0,0,1989,1,16,0,0,1,48,1,2,1334,8
18,17,3,9,3,9,12,0,0,5116,1,12,0,0,1,53,1,1,1651,4
18,17,3,10,6,7,13,0,0,4753,0,14,0,0,1,82,0,0,0,7
18,18,3,1,2,7,9,0,0,4233,1,9,0,0,1,96,1,1,1288,3
18,18,3,2,9,9,18,0,0,1481,1,18,0,0,1,71,0,0,0,10
18,18,3,3,3,9,12,0,0,3055,1,12,0,0,1,108,0,0,0,4
18,18,3,4,1,9,10,0,0,8857,0,11,0,0,1,127,0,0,0,2
18,18,3,5,4,7,11,0,0,1487,1,11,0,0,1,94,1,2,1392,5
18,18,3,6,0,7,7,0,0,1194,1,7,0,0,1,86,1,2,1036,1
18,18,3,7,6,7,13,0,0,2015,1,13,0,0,1,81,1,2,984,7
18,18,3,8,5,9,14,0,0,5343,0,15,0,0,1,99,0,0,0,6
18,18,3,9,7,9,16,0,0,1995,1,16,0,0,1,68,0,0,0,8
18,18,3,10,8,7,15,0,0,2067,1,15,0,0,1,64,1,2,914,9
18,19,3,1,2,7,9,0,0,6907,1,9,0,0,1,108,0,0,0,3
18,19,3,2,5,9,14,0,0,5921,1,14,0,0,1,108,1,2,997,6
18,19,3,3,3,9,12,0,0,7113,1,12,0,0,1,102,1,1,1093,4
18,19,3,4,1,9,10,0,0,6851,1,10,0,0,1,99,1,1,1035,2
18,19,3,5,4,7,11,0,0,1234,1,11,0,0,1,96,0,0,0,5
18,19,3,6,7,9,16,0,0,1263,1,16,0,0,1,81,1,2,1277,8
18,19,3,7,6,7,13,0,0,1652,1,13,0,0,1,84,0,0,0,7
18,19,3,8,9,9,18,0,0,1478,1,18,0,0,1,88,1,2,688,10
18,19,3,9,0,7,7,0,0,1211,1,7,0,0,1,89,0,0,0,1
18,19,3,10,8,7,15,0,0,2232,1,15,0,0,1,72,0,0,0,9
18,20,3,1,1,9,10,0,0,2001,1,10,0,0,1,122,0,0,0,2
18,20,3,2,8,7,15,0,0,1548,1,15,0,0,1,109,1,2,1061,9
18,20,3,3,4,7,11,0,0,1693,1,11,0,0,1,123,1,2,696,5
18,20,3,4,2,7,9,0,0,5988,1,9,0,0,1,116,1,1,1969,3
18,20,3,5,3,9,12,0,0,6138,1,12,0,0,1,145,0,0,0,4
18,20,3,6,0,7,7,0,0,1154,1,7,0,0,1,90,1,2,826,1
18,20,3,7,7,9,16,0,0,1462,1,16,0,0,1,72,0,0,0,8
18,20,3,8,6,7,13,0,0,3349,1,13,0,0,1,86,1,2,872,7
18,20,3,9,9,9,18,0,0,1321,1,18,0,0,1,85,0,0,0,10
18,20,3,10,5,9,14,0,0,4777,1,14,0,0,1,79,0,0,0,6
18,21,3,1,5,9,14,0,0,4020,0,13,0,0,1,300,1,2,1509,6
18,21,3,2,6,7,13,0,0,1313,1,13,0,0,1,63,0,0,0,7
18,21,3,3,9,9,18,0,0,1441,1,18,0,0,1,64,1,2,961,10
18,21,3,4,2,7,9,0,0,5741,1,9,0,0,1,47,0,0,0,3
18,21,3,5,4,7,11,0,0,1093,1,11,0,0,1,49,0,0,0,5
18,21,3,6,7,9,16,0,0,1543,1,16,0,0,1,68,1,2,995,8
18,21,3,7,8,7,15,0,0,1456,1,15,0,0,1,24,0,0,0,9
18,21,3,8,1,9,10,0,0,1914,1,10,0,0,1,72,1,2,815,2
18,21,3,9,3,9,12,0,0,7031,1,12,0,0,1,101,1,1,1137,4
18,21,3,10,0,7,7,0,0,1188,1,7,0,0,1,78,0,0,0,1
18,22,3,1,0,7,7,0,0,1218,1,7,0,0,1,70,1,2,877,1
18,22,3,2,2,7,9,0,0,1923,1,9,0,0,1,39,1,2,668,3
18,22,3,3,3,9,12,0,0,3394,1,12,0,0,1,101,0,0,0,4
18,22,3,4,4,7,11,0,0,1048,1,11,0,0,1,72,1,2,321,5
18,22,3,5,9,9,18,0,0,1135,1,18,0,0,1,75,0,0,0,10
18,22,3,6,5,9,14,0,0,5671,1,14,0,0,1,66,0,0,0,6
18,22,3,7,1,9,10,0,0,1118,1,10,0,0,1,46,0,0,0,2
18,22,3,8,6,7,13,0,0,3354,1,13,0,0,1,67,1,3,1591,7
18,22,3,9,7,9,16,0,0,2007,1,16,0,0,1,95,0,0,0,8
18,22,3,10,8,7,15,0,0,1158,1,15,0,0,1,71,1,2,818,9
18,23,3,1,9,9,18,0,0,2859,1,18,0,0,1,91,1,2,984,10
18,23,3,2,7,9,16,0,0,1617,1,16,0,0,1,73,1,2,819,8
18,23,3,3,5,9,14,0,0,2556,1,14,0,0,1,60,1,2,742,6
18,23,3,4,0,7,7,0,0,1010,1,7,0,0,1,56,0,0,0,1
18,23,3,5,2,7,9,0,0,1813,1,9,0,0,1,190,0,0,0,3
18,23,3,6,1,9,10,0,0,1523,1,10,0,0,1,89,1,2,710,2
18,23,3,7,4,7,11,0,0,1410,1,11,0,0,1,136,0,0,0,5
18,23,3,8,8,7,15,0,0,1878,1,15,0,0,1,69,0,0,0,9
18,23,3,9,3,9,12,0,0,1779,1,12,0,0,1,87,1,2,1415,4
18,23,3,10,6,7,13,0,0,1331,1,13,0,0,1,91,0,0,0,7
18,24,3,1,4,7,11,0,0,917,1,11,0,0,1,108,1,2,665,5
18,24,3,2,7,9,16,0,0,1594,1,16,0,0,1,76,0,0,0,8
18,24,3,3,9,9,18,0,0,1663,1,18,0,0,1,105,0,0,0,10
18,24,3,4,8,7,15,0,0,1190,1,15,0,0,1,94,1,2,590,9
18,24,3,5,0,7,7,0,0,887,1,7,0,0,1,61,1,2,817,1
18,24,3,6,2,7,9,0,0,1322,1,9,0,0,1,53,1,2,673,3
18,24,3,7,3,9,12,0,0,834,1,12,0,0,1,62,0,0,0,4
18,24,3,8,6,7,13,0,0,1319,1,13,0,0,1,49,1,2,400,7
18,24,3,9,1,9,10,0,0,1362,1,10,0,0,1,73,0,0,0,2
18,24,3,10,5,9,14,0,0,1751,1,14,0,0,1,54,0,0,0,6
18,25,3,1,5,9,14,0,0,1472,1,14,0,0,1,61,1,2,654,6
18,25,3,2,0,7,7,0,0,821,1,7,0,0,1,101,0,0,0,1
18,25,3,3,8,7,15,0,0,1426,1,15,0,0,1,99,0,0,0,9
18,25,3,4,3,9,12,0,0,2715,1,12,0,0,1,84,1,2,607,4
18,25,3,5,1,9,10,0,0,1800,1,10,0,0,1,99,1,2,494,2
18,25,3,6,6,7,13,0,0,1437,1,13,0,0,1,84,0,0,0,7
18,25,3,7,2,7,9,0,0,1052,1,9,0,0,1,65,0,0,0,3
18,25,3,8,4,7,11,0,0,1055,1,11,0,0,1,62,0,0,0,5
18,25,3,9,7,9,16,0,0,1241,1,16,0,0,1,102,1,2,612,8
18,25,3,10,9,9,18,0,0,1611,1,18,0,0,1,69,1,2,537,10
18,26,3,1,7,9,16,0,0,1674,1,16,0,0,1,89,0,0,0,8
18,26,3,2,2,7,9,0,0,830,1,9,0,0,1,75,1,2,561,3
18,26,3,3,6,7,13,0,0,1555,1,13,0,0,1,119,1,2,467,7
18,26,3,4,1,9,10,0,0,1070,1,10,0,0,1,98,0,0,0,2
18,26,3,5,4,7,11,0,0,1084,1,11,0,0,1,52,1,2,539,5
18,26,3,6,8,7,15,0,0,1416,1,15,0,0,1,61,1,2,1438,9
18,26,3,7,5,9,14,0,0,1459,1,14,0,0,1,49,0,0,0,6
18,26,3,8,0,7,7,0,0,988,1,7,0,0,1,78,1,2,518,1
18,26,3,9,9,9,18,0,0,1087,1,18,0,0,1,80,0,0,0,10
18,26,3,10,3,9,12,0,0,1556,1,12,0,0,1,78,0,0,0,4
18,27,3,1,4,7,11,0,0,1079,1,11,0,0,1,76,0,0,0,5
18,27,3,2,3,9,12,0,0,1146,1,12,0,0,1,101,1,2,567,4
18,27,3,3,9,9,18,0,0,998,1,18,0,0,1,108,1,2,564,10
18,27,3,4,5,9,14,0,0,1320,1,14,0,0,1,96,1,2,494,6
18,27,3,5,2,7,9,0,0,938,1,9,0,0,1,82,0,0,0,3
18,27,3,6,7,9,16,0,0,1711,1,16,0,0,1,102,1,2,648,8
18,27,3,7,8,7,15,0,0,1359,1,15,0,0,1,80,0,0,0,9
18,27,3,8,1,9,10,0,0,1119,1,10,0,0,1,97,1,2,843,2
18,27,3,9,0,7,7,0,0,1034,1,7,0,0,1,81,0,0,0,1
18,27,3,10,6,7,13,0,0,2251,1,13,0,0,1,96,0,0,0,7
18,28,3,1,3,9,12,0,0,2169,1,12,0,0,1,85,0,0,0,4
18,28,3,2,6,7,13,0,0,1093,1,13,0,0,1,95,1,2,742,7
18,28,3,3,0,7,7,0,0,904,1,7,0,0,1,17,1,2,500,1
18,28,3,4,8,7,15,0,0,1730,1,15,0,0,1,97,1,2,555,9
18,28,3,5,9,9,18,0,0,1404,1,18,0,0,1,113,0,0,0,10
18,28,3,6,1,9,10,0,0,1091,1,10,0,0,1,69,0,0,0,2
18,28,3,7,7,9,16,0,0,1413,1,16,0,0,1,75,0,0,0,8
18,28,3,8,4,7,11,0,0,1101,1,11,0,0,1,68,1,2,494,5
18,28,3,9,2,7,9,0,0,1447,1,9,0,0,1,81,1,2,413,3
18,28,3,10,5,9,14,0,0,2255,1,14,0,0,1,111,0,0,0,6
18,29,3,1,9,9,18,0,0,1309,0,10,0,0,1,65,1,2,2774,10
18,29,3,2,7,9,16,0,0,1428,1,16,0,0,1,76,1,2,755,8
18,29,3,3,0,7,7,0,0,840,1,7,0,0,1,52,0,0,0,1
18,29,3,4,6,7,13,0,0,1952,1,13,0,0,1,143,0,0,0,7
18,29,3,5,4,7,11,0,0,914,1,11,0,0,1,65,0,0,0,5
18,29,3,6,5,9,14,0,0,2818,1,14,0,0,1,79,1,2,785,6
18,29,3,7,2,7,9,0,0,1168,1,9,0,0,1,64,0,0,0,3
18,29,3,8,1,9,10,0,0,946,1,10,0,0,1,89,1,2,1833,2
18,29,3,9,3,9,12,0,0,1949,1,12,0,0,1,56,1,2,778,4
18,29,3,10,8,7,15,0,0,1390,1,15,0,0,1,94,0,0,0,9
18,30,3,1,8,7,15,0,0,1410,1,15,0,0,1,94,1,2,633,9
18,30,3,2,7,9,16,0,0,1086,1,16,0,0,1,57,0,0,0,8
18,30,3,3,9,9,18,0,0,989,1,18,0,0,1,88,0,0,0,10
18,30,3,4,3,9,12,0,0,1383,1,12,0,0,1,142,0,0,0,4
18,30,3,5,6,7,13,0,0,1534,1,13,0,0,1,107,1,2,717,7
18,30,3,6,0,7,7,0,0,741,1,7,0,0,1,59,1,2,773,1
18,30,3,7,5,9,14,0,0,1396,1,14,0,0,1,72,0,0,0,6
18,30,3,8,4,7,11,0,0,831,1,11,0,0,1,47,1,2,543,5
18,30,3,9,2,7,9,0,0,1567,1,9,0,0,1,97,1,2,525,3
18,30,3,10,1,9,10,0,0,983,1,10,0,0,1,107,0,0,0,2
18,31,3,1,8,7,15,0,0,1363,1,15,0,0,1,91,0,0,0,9
18,31,3,2,0,7,7,0,0,917,1,7,0,0,1,136,0,0,0,1
18,31,3,3,3,9,12,0,0,2148,1,12,0,0,1,93,1,2,564,4
18,31,3,4,5,9,14,0,0,2458,1,14,0,0,1,56,1,2,787,6
18,31,3,5,9,9,18,0,0,1028,1,18,0,0,1,106,1,2,1005,10
18,31,3,6,6,7,13,0,0,1843,1,13,0,0,1,83,0,0,0,7
18,31,3,7,2,7,9,0,0,1549,0,10,0,0,1,69,0,0,0,3
18,31,3,8,1,9,10,0,0,2291,1,10,0,0,1,89,1,2,1728,2
18,31,3,9,4,7,11,0,0,1336,1,11,0,0,1,21,0,0,0,5
18,31,3,10,7,9,16,0,0,1734,1,16,0,0,1,90,1,2,1585,8
18,32,3,1,2,7,9,0,0,1614,1,9,0,0,1,97,1,2,594,3
18,32,3,2,4,7,11,0,0,821,1,11,0,0,1,80,1,2,495,5
18,32,3,3,1,9,10,0,0,803,1,10,0,0,1,79,0,0,0,2
18,32,3,4,7,9,16,0,0,1418,1,16,0,0,1,102,0,0,0,8
18,32,3,5,9,9,18,0,0,1089,1,18,0,0,1,98,0,0,0,10
18,32,3,6,8,7,15,0,0,1251,1,15,0,0,1,58,1,2,681,9
18,32,3,7,0,7,7,0,0,946,1,7,0,0,1,87,1,2,560,1
18,32,3,8,6,7,13,0,0,1637,1,13,0,0,1,99,1,2,522,7
18,32,3,9,5,9,14,0,0,2726,1,14,0,0,1,81,0,0,0,6
18,32,3,10,3,9,12,0,0,2552,1,12,0,0,1,87,0,0,0,4
18,33,3,1,0,7,7,0,0,973,1,7,0,0,1,66,0,0,0,1
18,33,3,2,7,9,16,0,0,1911,1,16,0,0,1,121,1,2,618,8
18,33,3,3,8,7,15,0,0,1318,1,15,0,0,1,91,0,0,0,9
18,33,3,4,3,9,12,0,0,1473,1,12,0,0,1,94,1,2,637,4
18,33,3,5,1,9,10,0,0,1289,1,10,0,0,1,114,1,2,468,2
18,33,3,6,4,7,11,0,0,872,1,11,0,0,1,47,0,0,0,5
18,33,3,7,2,7,9,0,0,1735,1,9,0,0,1,85,0,0,0,3
18,33,3,8,6,7,13,0,0,1269,1,13,0,0,1,64,0,0,0,7
18,33,3,9,9,9,18,0,0,1746,1,18,0,0,1,51,1,2,681,10
18,33,3,10,5,9,14,0,0,2498,1,14,0,0,1,76,1,2,628,6
18,34,3,1,0,7,7,0,0,1275,1,7,0,0,1,128,1,2,544,1
18,34,3,2,8,7,15,0,0,1200,1,15,0,0,1,70,1,2,447,9
18,34,3,3,5,9,14,0,0,1137,1,14,0,0,1,53,0,0,0,6
18,34,3,4,7,9,16,0,0,1230,1,16,0,0,1,84,0,0,0,8
18,34,3,5,3,9,12,0,0,2307,1,12,0,0,1,112,0,0,0,4
18,34,3,6,6,7,13,0,0,1597,1,13,0,0,1,119,1,2,566,7
18,34,3,7,2,7,9,0,0,956,1,9,0,0,1,81,1,2,456,3
18,34,3,8,9,9,18,0,0,1021,1,18,0,0,1,99,0,0,0,10
18,34,3,9,1,9,10,0,0,1128,1,10,0,0,1,61,0,0,0,2
18,34,3,10,4,7,11,0,0,1230,1,11,0,0,1,92,1,2,538,5
18,35,3,1,7,9,16,0,0,685,1,16,0,0,1,81,1,2,904,8
18,35,3,2,2,7,9,0,0,1369,1,9,0,0,1,58,0,0,0,3
18,35,3,3,5,9,14,0,0,1123,1,14,0,0,1,22,1,2,523,6
18,35,3,4,9,9,18,0,0,1021,1,18,0,0,1,22,1,2,625,10
18,35,3,5,0,7,7,0,0,918,1,7,0,0,1,1923,0,0,0,1
18,35,3,6,8,7,15,0,0,1481,1,15,0,0,1,58,0,0,0,9
18,35,3,7,6,7,13,0,0,1352,1,13,0,0,1,48,0,0,0,7
18,35,3,8,3,9,12,0,0,2184,1,12,0,0,1,39,1,2,1191,4
18,35,3,9,1,9,10,0,0,1643,1,10,0,0,1,93,1,2,509,2
18,35,3,10,4,7,11,0,0,1048,1,11,0,0,1,117,0,0,0,5
18,36,3,1,3,9,12,0,0,1364,1,12,0,0,1,129,0,0,0,4
18,36,3,2,8,7,15,0,0,1245,1,15,0,0,1,99,1,2,594,9
18,36,3,3,1,9,10,0,0,1024,1,10,0,0,1,94,0,0,0,2
18,36,3,4,7,9,16,0,0,1216,1,16,0,0,1,117,0,0,0,8
18,36,3,5,6,7,13,0,0,1514,1,13,0,0,1,82,1,2,496,7
18,36,3,6,9,9,18,0,0,1575,1,18,0,0,1,110,0,0,0,10
18,36,3,7,5,9,14,0,0,2642,1,14,0,0,1,121,0,0,0,6
18,36,3,8,4,7,11,0,0,1085,1,11,0,0,1,71,1,2,827,5
18,36,3,9,0,7,7,0,0,1157,1,7,0,0,1,79,1,2,499,1
18,36,3,10,2,7,9,0,0,2122,1,9,0,0,1,114,1,2,472,3
18,37,3,1,0,7,7,0,0,960,1,7,0,0,1,101,0,0,0,1
18,37,3,2,2,7,9,0,0,1139,1,9,0,0,1,76,0,0,0,3
18,37,3,3,8,7,15,0,0,1108,1,15,0,0,1,84,0,0,0,9
18,37,3,4,6,7,13,0,0,1140,1,13,0,0,1,86,0,0,0,7
18,37,3,5,4,7,11,0,0,922,1,11,0,0,1,38,0,0,0,5
18,37,3,6,1,9,10,0,0,2179,1,10,0,0,1,75,1,2,638,2
18,37,3,7,7,9,16,0,0,3048,1,16,0,0,1,101,1,2,545,8
18,37,3,8,3,9,12,0,0,1728,1,12,0,0,1,56,1,2,663,4
18,37,3,9,9,9,18,0,0,1166,1,18,0,0,1,53,1,2,604,10
18,37,3,10,5,9,14,0,0,1334,1,14,0,0,1,56,1,2,542,6
18,38,3,1,2,7,9,0,0,1986,1,9,0,0,1,148,1,2,712,3
18,38,3,2,0,7,7,0,0,4718,1,7,0,0,1,103,1,2,491,1
18,38,3,3,9,9,18,0,0,1235,1,18,0,0,1,63,0,0,0,10
18,38,3,4,1,9,10,0,0,2458,1,10,0,0,1,108,0,0,0,2
18,38,3,5,3,9,12,0,0,2615,1,12,0,0,1,121,0,0,0,4
18,38,3,6,8,7,15,0,0,1521,1,15,0,0,1,131,1,2,675,9
18,38,3,7,4,7,11,0,0,1378,1,11,0,0,1,53,1,2,516,5
18,38,3,8,7,9,16,0,0,3273,1,16,0,0,1,80,0,0,0,8
18,38,3,9,5,9,14,0,0,3039,1,14,0,0,1,64,0,0,0,6
18,38,3,10,6,7,13,0,0,1423,1,13,0,0,1,90,1,2,609,7
18,39,3,1,5,9,14,0,0,2058,1,14,0,0,1,88,1,2,622,6
18,39,3,2,1,9,10,0,0,1241,1,10,0,0,1,91,1,2,517,2
18,39,3,3,7,9,16,0,0,1214,1,16,0,0,1,106,1,2,501,8
