su,bl,type,tr,let,num,rilet,vac,vse,rt,acc,respSE,respRT,statAC,statSE,statRT,stratac,strat,stratrt,item
5,39,3,1,4,7,11,0,0,1124,1,11,0,0,1,70,0,0,0,5
5,39,3,2,2,7,9,0,0,837,1,9,0,0,1,71,0,0,0,3
5,39,3,3,0,7,7,0,0,899,1,7,0,0,1,82,0,0,0,1
5,39,3,4,1,9,10,0,0,901,1,10,0,0,1,25,1,2,532,2
5,39,3,5,7,9,16,0,0,953,1,16,0,0,1,90,1,2,805,8
5,39,3,6,9,9,18,0,0,1050,1,18,0,0,1,68,1,2,836,10
5,39,3,7,5,9,14,0,0,1385,1,14,0,0,1,51,1,2,654,6
5,39,3,8,6,7,13,0,0,1335,1,13,0,0,1,85,0,0,0,7
5,39,3,9,3,9,12,0,0,674,1,12,0,0,1,56,1,2,428,4
5,39,3,10,8,7,15,0,0,1096,1,15,0,0,1,85,0,0,0,9
5,40,3,1,8,7,15,0,0,973,1,15,0,0,1,73,1,2,576,9
5,40,3,2,5,9,14,0,0,1152,1,14,0,0,1,85,0,0,0,6
5,40,3,3,0,7,7,0,0,917,1,7,0,0,1,118,1,2,549,1
5,40,3,4,3,9,12,0,0,783,1,12,0,0,1,79,0,0,0,4
5,40,3,5,9,9,18,0,0,708,1,18,0,0,1,85,0,0,0,10
5,40,3,6,6,7,13,0,0,1285,1,13,0,0,1,96,1,2,445,7
5,40,3,7,1,9,10,0,0,818,1,10,0,0,1,66,0,0,0,2
5,40,3,8,4,7,11,0,0,1242,1,11,0,0,1,103,1,2,473,5
5,40,3,9,7,9,16,0,0,1250,1,16,0,0,1,99,0,0,0,8
5,40,3,10,2,7,9,0,0,789,1,9,0,0,1,95,1,2,518,3
5,41,3,1,3,9,12,0,0,1807,1,12,0,0,1,80,1,2,1148,4
5,41,3,2,2,7,9,0,0,1042,1,9,0,0,1,88,0,0,0,3
5,41,3,3,1,9,10,0,0,1053,1,10,0,0,1,23,1,2,656,2
5,41,3,4,6,7,13,0,0,1463,1,13,0,0,1,118,0,0,0,7
5,41,3,5,9,9,18,0,0,974,1,18,0,0,1,105,1,2,650,10
5,41,3,6,5,9,14,0,0,922,1,14,0,0,1,111,1,2,433,6
5,41,3,7,4,7,11,0,0,1162,1,11,0,0,1,123,0,0,0,5
5,41,3,8,7,9,16,0,0,2324,1,16,0,0,1,88,1,2,687,8
5,41,3,9,0,7,7,0,0,1394,1,7,0,0,1,34,0,0,0,1
5,41,3,10,8,7,15,0,0,1111,1,15,0,0,1,85,0,0,0,9
5,42,3,1,8,7,15,0,0,1027,1,15,0,0,1,70,1,2,473,9
5,42,3,2,7,9,16,0,0,736,1,16,0,0,1,107,0,0,0,8
5,42,3,3,4,7,11,0,0,1167,1,11,0,0,1,80,1,2,441,5
5,42,3,4,0,7,7,0,0,2073,1,7,0,0,1,107,1,2,591,1
5,42,3,5,2,7,9,0,0,890,1,9,0,0,1,78,1,2,1292,3
5,42,3,6,1,9,10,0,0,1079,1,10,0,0,1,103,0,0,0,2
5,42,3,7,5,9,14,0,0,1650,1,14,0,0,1,82,0,0,0,6
5,42,3,8,9,9,18,0,0,1054,1,18,0,0,1,111,0,0,0,10
5,42,3,9,6,7,13,0,0,1779,1,13,0,0,1,99,1,2,692,7
5,42,3,10,3,9,12,0,0,543,1,12,0,0,1,109,0,0,0,4
5,43,3,1,1,9,10,0,0,1033,1,10,0,0,1,61,1,2,780,2
5,43,3,2,4,7,11,0,0,1197,1,11,0,0,1,83,0,0,0,5
5,43,3,3,8,7,15,0,0,986,1,15,0,0,1,105,0,0,0,9
5,43,3,4,5,9,14,0,0,1449,1,14,0,0,1,109,1,2,668,6
5,43,3,5,0,7,7,0,0,935,1,7,0,0,1,106,0,0,0,1
5,43,3,6,9,9,18,0,0,850,1,18,0,0,1,87,1,2,583,10
5,43,3,7,6,7,13,0,0,1249,1,13,0,0,1,81,0,0,0,7
5,43,3,8,7,9,16,0,0,1113,1,16,0,0,1,86,1,2,542,8
5,43,3,9,2,7,9,0,0,697,1,9,0,0,1,86,0,0,0,3
5,43,3,10,3,9,12,0,0,2173,1,12,0,0,1,116,1,2,2742,4
5,44,3,1,4,7,11,0,0,1110,1,11,0,0,1,111,1,2,786,5
5,44,3,2,8,7,15,0,0,900,1,15,0,0,1,76,1,2,1347,9
5,44,3,3,1,9,10,0,0,1183,1,10,0,0,1,58,0,0,0,2
5,44,3,4,7,9,16,0,0,969,1,16,0,0,1,77,0,0,0,8
5,44,3,5,2,7,9,0,0,724,1,9,0,0,1,65,1,2,864,3
5,44,3,6,5,9,14,0,0,1449,1,14,0,0,1,82,0,0,0,6
5,44,3,7,3,9,12,0,0,1087,1,12,0,0,1,93,0,0,0,4
5,44,3,8,0,7,7,0,0,987,1,7,0,0,1,126,1,2,1310,1
5,44,3,9,9,9,18,0,0,792,1,18,0,0,1,82,0,0,0,10
5,44,3,10,6,7,13,0,0,1430,1,13,0,0,1,80,1,2,541,7
5,45,3,1,8,7,15,0,0,1170,1,15,0,0,1,95,0,0,0,9
5,45,3,2,0,7,7,0,0,739,1,7,0,0,1,109,0,0,0,1
5,45,3,3,6,7,13,0,0,1031,1,13,0,0,1,107,0,0,0,7
5,45,3,4,4,7,11,0,0,915,1,11,0,0,1,57,0,0,0,5
5,45,3,5,3,9,12,0,0,1440,1,12,0,0,1,94,1,2,529,4
5,45,3,6,7,9,16,0,0,1793,1,16,0,0,1,95,1,2,500,8
5,45,3,7,5,9,14,0,0,943,1,14,0,0,1,110,1,2,524,6
5,45,3,8,2,7,9,0,0,1081,1,9,0,0,1,106,0,0,0,3
5,45,3,9,1,9,10,0,0,1209,1,10,0,0,1,83,1,2,468,2
5,45,3,10,9,9,18,0,0,784,1,18,0,0,1,112,1,2,481,10
5,46,3,1,2,7,9,0,0,830,1,9,0,0,1,68,1,2,534,3
5,46,3,2,8,7,15,0,0,815,1,15,0,0,1,77,1,2,510,9
5,46,3,3,3,9,12,0,0,1017,1,12,0,0,1,82,0,0,0,4
5,46,3,4,1,9,10,0,0,1189,1,10,0,0,1,62,0,0,0,2
5,46,3,5,7,9,16,0,0,1279,1,16,0,0,1,83,0,0,0,8
5,46,3,6,9,9,18,0,0,950,1,18,0,0,1,124,0,0,0,10
5,46,3,7,6,7,13,0,0,1215,1,13,0,0,1,88,1,2,621,7
5,46,3,8,5,9,14,0,0,2143,1,14,0,0,1,83,0,0,0,6
5,46,3,9,4,7,11,0,0,1064,1,11,0,0,1,92,1,2,417,5
5,46,3,10,0,7,7,0,0,972,1,7,0,0,1,150,1,2,677,1
5,47,3,1,5,9,14,0,0,1300,1,14,0,0,1,108,1,2,517,6
5,47,3,2,9,9,18,0,0,1536,1,18,0,0,1,83,1,2,922,10
5,47,3,3,3,9,12,0,0,1175,1,12,0,0,1,93,1,2,503,4
5,47,3,4,2,7,9,0,0,4759,1,9,0,0,1,183,0,0,0,3
5,47,3,5,0,7,7,0,0,1044,1,7,0,0,1,90,0,0,0,1
5,47,3,6,1,9,10,0,0,977,1,10,0,0,1,66,1,2,566,2
5,47,3,7,7,9,16,0,0,1132,1,16,0,0,1,75,1,2,489,8
5,47,3,8,4,7,11,0,0,1157,1,11,0,0,1,65,0,0,0,5
5,47,3,9,6,7,13,0,0,2052,1,13,0,0,1,93,0,0,0,7
5,47,3,10,8,7,15,0,0,1469,1,15,0,0,1,103,0,0,0,9
5,48,3,1,4,7,11,0,0,1305,1,11,0,0,1,113,1,2,467,5
5,48,3,2,9,9,18,0,0,833,1,18,0,0,1,131,0,0,0,10
5,48,3,3,7,9,16,0,0,1038,1,16,0,0,1,61,0,0,0,8
5,48,3,4,6,7,13,0,0,1314,1,13,0,0,1,59,1,2,474,7
5,48,3,5,0,7,7,0,0,1002,1,7,0,0,1,107,1,2,499,1
5,48,3,6,3,9,12,0,0,895,1,12,0,0,1,94,0,0,0,4
5,48,3,7,2,7,9,0,0,888,1,9,0,0,1,64,1,2,441,3
5,48,3,8,8,7,15,0,0,1320,1,15,0,0,1,131,1,2,327,9
5,48,3,9,1,9,10,0,0,775,1,10,0,0,1,61,0,0,0,2
5,48,3,10,5,9,14,0,0,985,1,14,0,0,1,61,0,0,0,6
5,49,3,1,0,7,7,0,0,1110,1,7,0,0,1,91,0,0,0,1
5,49,3,2,7,9,16,0,0,1340,1,16,0,0,1,112,1,2,491,8
5,49,3,3,8,7,15,0,0,1048,1,15,0,0,1,74,0,0,0,9
5,49,3,4,4,7,11,0,0,1396,1,11,0,0,1,64,0,0,0,5
5,49,3,5,3,9,12,0,0,1519,1,12,0,0,1,121,1,2,581,4
5,49,3,6,1,9,10,0,0,2188,1,10,0,0,1,107,1,2,615,2
5,49,3,7,9,9,18,0,0,952,1,18,0,0,1,111,1,2,575,10
5,49,3,8,6,7,13,0,0,2082,1,13,0,0,1,124,0,0,0,7
5,49,3,9,2,7,9,0,0,892,1,9,0,0,1,92,0,0,0,3
5,49,3,10,5,9,14,0,0,979,1,14,0,0,1,115,1,2,509,6
5,50,3,1,6,7,13,0,0,1171,1,13,0,0,1,101,1,2,383,7
5,50,3,2,7,9,16,0,0,1029,1,16,0,0,1,107,0,0,0,8
5,50,3,3,5,9,14,0,0,921,1,14,0,0,1,90,0,0,0,6
5,50,3,4,2,7,9,0,0,920,1,9,0,0,1,74,1,2,539,3
5,50,3,5,8,7,15,0,0,959,1,15,0,0,1,81,1,2,467,9
5,50,3,6,9,9,18,0,0,945,1,18,0,0,1,66,0,0,0,10
5,50,3,7,0,7,7,0,0,1773,1,7,0,0,1,90,1,2,454,1
5,50,3,8,4,7,11,0,0,1139,1,11,0,0,1,68,1,2,296,5
5,50,3,9,1,9,10,0,0,2440,1,10,0,0,1,99,0,0,0,2
5,50,3,10,3,9,12,0,0,843,1,12,0,0,1,88,0,0,0,4
13,1,3,1,3,9,12,0,0,3551,1,12,0,0,1,101,1,1,3223,4
13,1,3,2,6,7,13,0,0,2568,1,13,0,0,1,161,0,0,0,7
13,1,3,3,7,9,16,0,0,2829,1,16,0,0,1,49,1,1,1874,8
13,1,3,4,9,9,18,0,0,2611,1,18,0,0,1,114,1,1,1254,10
13,1,3,5,8,7,15,0,0,2353,1,15,0,0,1,71,0,0,0,9
13,1,3,6,0,7,7,0,0,2326,1,7,0,0,1,95,0,0,0,1
13,1,3,7,1,9,10,0,0,3056,1,10,0,0,1,69,1,1,1475,2
13,1,3,8,5,9,14,0,0,3499,1,14,0,0,1,112,1,1,1426,6
13,1,3,9,4,7,11,0,0,2595,1,11,0,0,1,67,0,0,0,5
13,1,3,10,2,7,9,0,0,2352,1,9,0,0,1,107,0,0,0,3
13,2,3,1,2,7,9,0,0,2268,1,9,0,0,1,102,1,1,1217,3
13,2,3,2,9,9,18,0,0,3364,1,18,0,0,1,264,0,0,0,10
13,2,3,3,1,9,10,0,0,3352,1,10,0,0,1,122,0,0,0,2
13,2,3,4,7,9,16,0,0,2584,1,16,0,0,1,122,0,0,0,8
13,2,3,5,4,7,11,0,0,2811,1,11,0,0,1,96,1,1,1293,5
13,2,3,6,6,7,13,0,0,2841,1,13,0,0,1,137,1,1,1222,7
13,2,3,7,0,7,7,0,0,2000,1,7,0,0,1,107,1,1,1134,1
13,2,3,8,3,9,12,0,0,3034,1,12,0,0,1,100,0,0,0,4
13,2,3,9,8,7,15,0,0,2127,1,15,0,0,1,53,1,1,1156,9
13,2,3,10,5,9,14,0,0,2779,1,14,0,0,1,100,0,0,0,6
13,3,3,1,9,9,18,0,0,2857,0,15,0,0,1,71,1,1,3472,10
13,3,3,2,1,9,10,0,0,3209,1,10,0,0,1,90,1,1,1158,2
13,3,3,3,2,7,9,0,0,2242,1,9,0,0,1,41,0,0,0,3
13,3,3,4,0,7,7,0,0,1890,1,7,0,0,1,71,0,0,0,1
13,3,3,5,3,9,12,0,0,3400,1,12,0,0,1,111,1,1,1317,4
13,3,3,6,4,7,11,0,0,2251,1,11,0,0,1,63,0,0,0,5
13,3,3,7,6,7,13,0,0,2308,1,13,0,0,1,135,0,0,0,7
13,3,3,8,5,9,14,0,0,2646,1,14,0,0,1,93,1,1,1160,6
13,3,3,9,7,9,16,0,0,2625,1,16,0,0,1,151,1,1,1315,8
13,3,3,10,8,7,15,0,0,2842,1,15,0,0,1,124,0,0,0,9
13,4,3,1,5,9,14,0,0,3024,1,14,0,0,1,87,0,0,0,6
13,4,3,2,9,9,18,0,0,3123,1,18,0,0,1,115,0,0,0,10
13,4,3,3,7,9,16,0,0,2544,1,16,0,0,1,147,0,0,0,8
13,4,3,4,8,7,15,0,0,1888,1,15,0,0,1,80,1,1,1216,9
13,4,3,5,0,7,7,0,0,1023,1,7,0,0,1,74,1,2,1248,1
13,4,3,6,1,9,10,0,0,2618,1,10,0,0,1,97,0,0,0,2
13,4,3,7,2,7,9,0,0,2016,1,9,0,0,1,76,1,1,1420,3
13,4,3,8,6,7,13,0,0,2856,1,13,0,0,1,105,1,1,1174,7
13,4,3,9,3,9,12,0,0,2840,1,12,0,0,1,197,0,0,0,4
13,4,3,10,4,7,11,0,0,2102,1,11,0,0,1,75,1,1,1244,5
13,5,3,1,4,7,11,0,0,1835,1,11,0,0,1,63,0,0,0,5
13,5,3,2,8,7,15,0,0,1854,1,15,0,0,1,106,0,0,0,9
13,5,3,3,3,9,12,0,0,3505,1,12,0,0,1,56,1,1,1505,4
13,5,3,4,6,7,13,0,0,2311,1,13,0,0,1,91,0,0,0,7
13,5,3,5,0,7,7,0,0,844,1,7,0,0,1,70,0,0,0,1
13,5,3,6,1,9,10,0,0,2400,1,10,0,0,1,102,1,1,1347,2
13,5,3,7,2,7,9,0,0,1893,1,9,0,0,1,131,0,0,0,3
13,5,3,8,7,9,16,0,0,2321,1,16,0,0,1,105,1,1,1436,8
13,5,3,9,9,9,18,0,0,2449,1,18,0,0,1,119,1,1,1380,10
13,5,3,10,5,9,14,0,0,2406,1,14,0,0,1,154,1,1,1197,6
13,6,3,1,7,9,16,0,0,2793,1,16,0,0,1,176,0,0,0,8
13,6,3,2,2,7,9,0,0,2260,1,9,0,0,1,66,1,1,1601,3
13,6,3,3,6,7,13,0,0,2322,1,13,0,0,1,126,1,1,1190,7
13,6,3,4,3,9,12,0,0,2736,1,12,0,0,1,203,0,0,0,4
13,6,3,5,9,9,18,0,0,2271,1,18,0,0,1,192,0,0,0,10
13,6,3,6,4,7,11,0,0,1746,1,11,0,0,1,107,1,1,1250,5
13,6,3,7,0,7,7,0,0,839,1,7,0,0,1,95,1,2,1111,1
13,6,3,8,5,9,14,0,0,2206,1,14,0,0,1,85,0,0,0,6
13,6,3,9,8,7,15,0,0,1882,1,15,0,0,1,121,1,1,1339,9
13,6,3,10,1,9,10,0,0,3759,1,10,0,0,1,134,0,0,0,2
13,7,3,1,6,7,13,0,0,1868,1,13,0,0,1,142,0,0,0,7
13,7,3,2,4,7,11,0,0,1899,1,11,0,0,1,147,0,0,0,5
13,7,3,3,9,9,18,0,0,2299,1,18,0,0,1,171,1,1,1155,10
13,7,3,4,1,9,10,0,0,2417,1,10,0,0,1,79,1,1,1216,2
13,7,3,5,5,9,14,0,0,2112,1,14,0,0,1,92,1,1,1092,6
13,7,3,6,0,7,7,0,0,771,1,7,0,0,1,74,0,0,0,1
13,7,3,7,2,7,9,0,0,2179,0,10,0,0,1,80,0,0,0,3
13,7,3,8,8,7,15,0,0,5475,1,15,0,0,1,1857,0,0,0,9
13,7,3,9,7,9,16,0,0,2562,1,16,0,0,1,104,1,1,1569,8
13,7,3,10,3,9,12,0,0,3044,1,12,0,0,1,101,1,1,1120,4
13,8,3,1,7,9,16,0,0,2311,1,16,0,0,1,108,0,0,0,8
13,8,3,2,8,7,15,0,0,1968,1,15,0,0,1,148,1,1,1342,9
13,8,3,3,1,9,10,0,0,2576,1,10,0,0,1,83,0,0,0,2
13,8,3,4,5,9,14,0,0,2408,1,14,0,0,1,116,0,0,0,6
13,8,3,5,9,9,18,0,0,3412,1,18,0,0,1,182,0,0,0,10
13,8,3,6,3,9,12,0,0,2469,1,12,0,0,1,124,0,0,0,4
13,8,3,7,4,7,11,0,0,2039,1,11,0,0,1,134,1,1,1249,5
13,8,3,8,0,7,7,0,0,687,1,7,0,0,1,110,1,2,1117,1
13,8,3,9,2,7,9,0,0,2538,0,11,0,0,1,96,1,2,2095,3
13,8,3,10,6,7,13,0,0,2265,0,12,0,0,1,135,1,2,1940,7
13,9,3,1,6,7,13,0,0,3127,1,13,0,0,1,104,0,0,0,7
13,9,3,2,7,9,16,0,0,2379,1,16,0,0,1,111,1,1,1369,8
13,9,3,3,1,9,10,0,0,2958,1,10,0,0,1,100,1,2,1254,2
13,9,3,4,9,9,18,0,0,2854,1,18,0,0,1,165,1,1,1400,10
13,9,3,5,3,9,12,0,0,2491,1,12,0,0,1,73,1,1,1271,4
13,9,3,6,2,7,9,0,0,2199,1,9,0,0,1,86,0,0,0,3
13,9,3,7,5,9,14,0,0,2874,1,14,0,0,1,69,1,1,1232,6
13,9,3,8,4,7,11,0,0,1980,1,11,0,0,1,81,0,0,0,5
13,9,3,9,0,7,7,0,0,739,1,7,0,0,1,78,0,0,0,1
13,9,3,10,8,7,15,0,0,1869,1,15,0,0,1,58,0,0,0,9
13,10,3,1,7,9,16,0,0,2128,1,16,0,0,1,130,0,0,0,8
13,10,3,2,1,9,10,0,0,2363,1,10,0,0,1,56,0,0,0,2
13,10,3,3,4,7,11,0,0,1782,1,11,0,0,1,83,1,1,1289,5
13,10,3,4,6,7,13,0,0,2169,1,13,0,0,1,66,1,1,1274,7
13,10,3,5,9,9,18,0,0,2142,1,18,0,0,1,86,0,0,0,10
13,10,3,6,2,7,9,0,0,2145,1,9,0,0,1,82,1,1,1284,3
13,10,3,7,8,7,15,0,0,1976,0,14,0,0,1,71,1,1,1995,9
13,10,3,8,3,9,12,0,0,4295,1,12,0,0,1,105,0,0,0,4
13,10,3,9,5,9,14,0,0,2221,1,14,0,0,1,61,0,0,0,6
13,10,3,10,0,7,7,0,0,760,1,7,0,0,1,97,1,2,1356,1
13,11,3,1,8,7,15,0,0,2053,1,15,0,0,1,114,0,0,0,9
13,11,3,2,0,7,7,0,0,653,1,7,0,0,1,64,0,0,0,1
13,11,3,3,4,7,11,0,0,2261,1,11,0,0,1,117,0,0,0,5
13,11,3,4,9,9,18,0,0,2371,1,18,0,0,1,68,1,1,1177,10
13,11,3,5,2,7,9,0,0,2369,0,10,0,0,1,72,0,0,0,3
13,11,3,6,7,9,16,0,0,2374,1,16,0,0,1,306,1,1,1691,8
13,11,3,7,5,9,14,0,0,2194,1,14,0,0,1,54,1,1,1184,6
13,11,3,8,6,7,13,0,0,1964,1,13,0,0,1,68,0,0,0,7
13,11,3,9,1,9,10,0,0,5240,1,10,0,0,1,80,1,1,1174,2
13,11,3,10,3,9,12,0,0,2539,1,12,0,0,1,135,1,1,1352,4
13,12,3,1,3,9,12,0,0,3843,1,12,0,0,1,145,0,0,0,4
13,12,3,2,6,7,13,0,0,2257,1,13,0,0,1,127,1,1,1285,7
13,12,3,3,4,7,11,0,0,1928,1,11,0,0,1,47,1,1,1167,5
13,12,3,4,9,9,18,0,0,2504,1,18,0,0,1,138,0,0,0,10
13,12,3,5,8,7,15,0,0,3031,1,15,0,0,1,80,1,1,1317,9
13,12,3,6,0,7,7,0,0,685,1,7,0,0,1,73,1,2,1256,1
13,12,3,7,5,9,14,0,0,2021,1,14,0,0,1,55,0,0,0,6
13,12,3,8,1,9,10,0,0,1727,0,12,0,0,1,44,0,0,0,2
13,12,3,9,2,7,9,0,0,2091,1,9,0,0,1,115,1,1,1436,3
13,12,3,10,7,9,16,0,0,2320,1,16,0,0,1,98,0,0,0,8
13,13,3,1,7,9,16,0,0,1975,1,16,0,0,1,155,1,2,1268,8
13,13,3,2,5,9,14,0,0,2382,1,14,0,0,1,106,1,1,1109,6
13,13,3,3,1,9,10,0,0,1650,1,10,0,0,1,96,1,2,1139,2
13,13,3,4,0,7,7,0,0,652,1,7,0,0,1,61,0,0,0,1
13,13,3,5,8,7,15,0,0,1975,1,15,0,0,1,56,0,0,0,9
13,13,3,6,3,9,12,0,0,3315,1,12,0,0,1,71,1,1,1228,4
13,13,3,7,9,9,18,0,0,3205,1,18,0,0,1,159,1,1,1159,10
13,13,3,8,2,7,9,0,0,2253,1,9,0,0,1,89,0,0,0,3
13,13,3,9,4,7,11,0,0,1847,1,11,0,0,1,103,0,0,0,5
13,13,3,10,6,7,13,0,0,1031,1,13,0,0,1,116,0,0,0,7
13,14,3,1,2,7,9,0,0,2210,1,9,0,0,1,81,1,1,1346,3
13,14,3,2,9,9,18,0,0,2498,1,18,0,0,1,95,0,0,0,10
13,14,3,3,8,7,15,0,0,2005,1,15,0,0,1,62,1,1,1347,9
13,14,3,4,5,9,14,0,0,2297,1,14,0,0,1,83,0,0,0,6
13,14,3,5,4,7,11,0,0,2064,1,11,0,0,1,72,1,1,1241,5
13,14,3,6,3,9,12,0,0,496,1,12,0,0,1,1978,0,0,0,4
13,14,3,7,7,9,16,0,0,2309,1,16,0,0,1,305,0,0,0,8
13,14,3,8,0,7,7,0,0,761,1,7,0,0,1,105,1,2,1216,1
13,14,3,9,1,9,10,0,0,1220,1,10,0,0,1,112,0,0,0,2
13,14,3,10,6,7,13,0,0,2334,1,13,0,0,1,86,1,2,1282,7
13,15,3,1,4,7,11,0,0,4593,1,11,0,0,1,95,0,0,0,5
13,15,3,2,2,7,9,0,0,2018,1,9,0,0,1,114,0,0,0,3
13,15,3,3,5,9,14,0,0,3056,1,14,0,0,1,113,1,1,1241,6
13,15,3,4,6,7,13,0,0,2287,1,13,0,0,1,88,0,0,0,7
13,15,3,5,3,9,12,0,0,3069,1,12,0,0,1,116,1,1,1591,4
13,15,3,6,0,7,7,0,0,843,1,7,0,0,1,156,0,0,0,1
13,15,3,7,9,9,18,0,0,3105,0,15,0,0,1,148,1,2,1145,10
13,15,3,8,8,7,15,0,0,2077,1,15,0,0,1,121,0,0,0,9
13,15,3,9,1,9,10,0,0,1343,0,12,0,0,1,122,1,2,1082,2
13,15,3,10,7,9,16,0,0,2534,1,16,0,0,1,114,1,1,1188,8
13,16,3,1,5,9,14,0,0,2757,1,14,0,0,1,119,0,0,0,6
13,16,3,2,9,9,18,0,0,2362,1,18,0,0,1,124,0,0,0,10
13,16,3,3,8,7,15,0,0,3266,1,15,0,0,1,89,1,3,1714,9
13,16,3,4,1,9,10,0,0,2593,1,10,0,0,1,132,0,0,0,2
13,16,3,5,2,7,9,0,0,2763,1,9,0,0,1,104,1,1,1221,3
13,16,3,6,3,9,12,0,0,2476,1,12,0,0,1,82,0,0,0,4
13,16,3,7,6,7,13,0,0,2032,1,13,0,0,1,130,1,1,1265,7
13,16,3,8,4,7,11,0,0,1983,1,11,0,0,1,98,1,1,1112,5
13,16,3,9,0,7,7,0,0,655,1,7,0,0,1,62,1,2,1248,1
13,16,3,10,7,9,16,0,0,2729,1,16,0,0,1,91,0,0,0,8
13,17,3,1,2,7,9,0,0,3796,1,9,0,0,1,127,0,0,0,3
13,17,3,2,9,9,18,0,0,1999,1,18,0,0,1,206,1,2,953,10
13,17,3,3,6,7,13,0,0,2672,1,13,0,0,1,139,0,0,0,7
13,17,3,4,5,9,14,0,0,2812,1,14,0,0,1,116,1,1,1208,6
13,17,3,5,7,9,16,0,0,2570,1,16,0,0,1,124,1,1,806,8
13,17,3,6,1,9,10,0,0,969,0,12,0,0,1,180,1,1,1044,2
13,17,3,7,0,7,7,0,0,732,1,7,0,0,1,72,0,0,0,1
13,17,3,8,8,7,15,0,0,2899,1,15,0,0,1,114,0,0,0,9
13,17,3,9,4,7,11,0,0,2207,1,11,0,0,1,143,0,0,0,5
13,17,3,10,3,9,12,0,0,2125,1,12,0,0,1,87,1,2,1091,4
13,18,3,1,1,9,10,0,0,2875,1,10,0,0,1,102,0,0,0,2
13,18,3,2,0,7,7,0,0,796,1,7,0,0,1,105,1,2,815,1
13,18,3,3,2,7,9,0,0,3484,1,9,0,0,1,125,1,1,1199,3
13,18,3,4,5,9,14,0,0,2951,1,14,0,0,1,124,0,0,0,6
13,18,3,5,7,9,16,0,0,2569,1,16,0,0,1,69,0,0,0,8
13,18,3,6,3,9,12,0,0,2612,1,12,0,0,1,100,0,0,0,4
13,18,3,7,6,7,13,0,0,1909,1,13,0,0,1,153,1,2,1084,7
13,18,3,8,8,7,15,0,0,1935,1,15,0,0,1,86,1,2,1636,9
13,18,3,9,4,7,11,0,0,3848,1,11,0,0,1,125,1,1,911,5
13,18,3,10,9,9,18,0,0,3338,1,18,0,0,1,134,0,0,0,10
13,19,3,1,4,7,11,0,0,2940,1,11,0,0,1,117,0,0,0,5
13,19,3,2,0,7,7,0,0,682,1,7,0,0,1,125,0,0,0,1
13,19,3,3,3,9,12,0,0,1141,1,12,0,0,1,135,1,2,1108,4
13,19,3,4,9,9,18,0,0,3090,1,18,0,0,1,149,1,1,1007,10
13,19,3,5,6,7,13,0,0,1730,0,12,0,0,1,95,0,0,0,7
13,19,3,6,5,9,14,0,0,3165,1,14,0,0,1,114,1,1,782,6
13,19,3,7,1,9,10,0,0,1604,0,13,0,0,1,102,1,2,980,2
13,19,3,8,7,9,16,0,0,2427,1,16,0,0,1,91,1,1,861,8
13,19,3,9,8,7,15,0,0,948,1,15,0,0,1,78,0,0,0,9
13,19,3,10,2,7,9,0,0,2261,1,9,0,0,1,100,0,0,0,3
13,20,3,1,9,9,18,0,0,2462,1,18,0,0,1,93,0,0,0,10
13,20,3,2,2,7,9,0,0,1855,1,9,0,0,1,129,1,1,1035,3
13,20,3,3,7,9,16,0,0,2308,1,16,0,0,1,186,0,0,0,8
13,20,3,4,3,9,12,0,0,1104,1,12,0,0,1,163,0,0,0,4
13,20,3,5,5,9,14,0,0,2435,1,14,0,0,1,133,0,0,0,6
13,20,3,6,0,7,7,0,0,730,1,7,0,0,1,124,1,2,833,1
13,20,3,7,4,7,11,0,0,2656,1,11,0,0,1,93,1,1,904,5
13,20,3,8,6,7,13,0,0,1911,1,13,0,0,1,141,1,1,946,7
13,20,3,9,1,9,10,0,0,1289,1,10,0,0,1,75,0,0,0,2
13,20,3,10,8,7,15,0,0,1504,1,15,0,0,1,86,1,2,805,9
13,21,3,1,4,7,11,0,0,1774,1,11,0,0,1,58,0,0,0,5
13,21,3,2,5,9,14,0,0,2355,1,14,0,0,1,82,1,1,802,6
13,21,3,3,9,9,18,0,0,3029,1,18,0,0,1,107,1,1,805,10
13,21,3,4,7,9,16,0,0,2422,1,16,0,0,1,100,1,1,678,8
13,21,3,5,6,7,13,0,0,1757,1,13,0,0,1,89,0,0,0,7
13,21,3,6,8,7,15,0,0,1249,1,15,0,0,1,53,0,0,0,9
13,21,3,7,3,9,12,0,0,1289,1,12,0,0,1,72,1,2,921,4
13,21,3,8,2,7,9,0,0,2775,1,9,0,0,1,96,0,0,0,3
13,21,3,9,0,7,7,0,0,724,1,7,0,0,1,83,0,0,0,1
13,21,3,10,1,9,10,0,0,1141,1,10,0,0,1,116,1,2,713,2
13,22,3,1,9,9,18,0,0,2986,1,18,0,0,1,103,0,0,0,10
13,22,3,2,3,9,12,0,0,1163,1,12,0,0,1,2125,0,0,0,4
13,22,3,3,4,7,11,0,0,2346,1,11,0,0,1,98,1,1,636,5
13,22,3,4,0,7,7,0,0,690,1,7,0,0,1,63,1,2,825,1
13,22,3,5,6,7,13,0,0,1495,1,13,0,0,1,226,1,2,1184,7
13,22,3,6,5,9,14,0,0,2685,1,14,0,0,1,78,0,0,0,6
13,22,3,7,8,7,15,0,0,1243,1,15,0,0,1,124,1,2,648,9
13,22,3,8,1,9,10,0,0,1253,1,10,0,0,1,54,0,0,0,2
13,22,3,9,2,7,9,0,0,2334,1,9,0,0,1,78,1,1,998,3
