su,bl,item,RT,itype,first,strat,bl_r
65,29,23,1053,2,6,2,24
65,30,23,1112,2,6,2,25
65,31,23,884,2,6,2,26
65,32,23,775,2,6,2,27
65,33,23,908,2,6,2,28
65,34,23,1018,2,6,2,29
65,35,23,763,2,6,2,30
65,36,23,631,2,6,2,31
65,1,24,4729,2,8,1,-6
65,2,24,5749,2,8,1,-5
65,3,24,5428,2,8,1,-4
65,4,24,5900,2,8,1,-3
65,5,24,6351,2,8,1,-2
65,7,24,7259,2,8,1,0
65,8,24,2413,2,8,2,1
65,9,24,6664,2,8,1,2
65,10,24,2396,2,8,2,3
65,11,24,5775,2,8,1,4
65,12,24,6553,2,8,1,5
65,13,24,1660,2,8,2,6
65,14,24,1654,2,8,2,7
65,15,24,6500,2,8,1,8
65,16,24,1570,2,8,2,9
65,17,24,1280,2,8,2,10
65,18,24,1409,2,8,2,11
65,19,24,1109,2,8,2,12
65,20,24,2395,2,8,2,13
65,21,24,1722,2,8,2,14
65,22,24,1568,2,8,2,15
65,24,24,996,2,8,2,17
65,25,24,2512,2,8,2,18
65,26,24,2425,2,8,2,19
65,27,24,2137,2,8,2,20
65,28,24,1637,2,8,2,21
65,29,24,3061,2,8,2,22
65,30,24,448,2,8,2,23
65,31,24,1340,2,8,2,24
65,32,24,1425,2,8,2,25
65,33,24,1102,2,8,2,26
65,35,24,1044,2,8,2,28
65,36,24,1272,2,8,2,29
65,1,25,6211,1,5,1,-3
65,2,25,7782,1,5,1,-2
65,3,25,7865,1,5,1,-1
65,4,25,5876,1,5,1,0
65,5,25,2178,1,5,2,1
65,6,25,2653,1,5,2,2
65,7,25,1961,1,5,2,3
65,8,25,1169,1,5,2,4
65,10,25,1023,1,5,2,6
65,11,25,1322,1,5,2,7
65,12,25,698,1,5,2,8
65,13,25,1441,1,5,2,9
65,14,25,1009,1,5,2,10
65,15,25,1446,1,5,2,11
65,16,25,996,1,5,2,12
65,17,25,1768,1,5,2,13
65,18,25,1486,1,5,2,14
65,19,25,944,1,5,2,15
65,20,25,682,1,5,2,16
65,22,25,1270,1,5,2,18
65,23,25,1517,1,5,2,19
65,24,25,994,1,5,2,20
65,25,25,1429,1,5,2,21
65,26,25,1461,1,5,2,22
65,27,25,1193,1,5,2,23
65,28,25,1364,1,5,2,24
65,29,25,1040,1,5,2,25
65,30,25,1400,1,5,2,26
65,31,25,954,1,5,2,27
65,32,25,1134,1,5,2,28
65,33,25,1335,1,5,2,29
65,34,25,885,1,5,2,30
65,35,25,855,1,5,2,31
65,36,25,1079,1,5,2,32
65,1,26,9669,2,9,1,-7
65,2,26,8031,2,9,1,-6
65,3,26,8294,2,9,1,-5
65,4,26,11515,2,9,1,-4
65,5,26,7700,2,9,1,-3
65,6,26,8926,2,9,1,-2
65,7,26,11344,2,9,1,-1
65,8,26,8255,2,9,1,0
65,9,26,1974,2,9,2,1
65,10,26,8487,2,9,1,2
65,11,26,6746,2,9,1,3
65,12,26,1739,2,9,2,4
65,13,26,4482,2,9,2,5
65,14,26,1527,2,9,2,6
65,16,26,1406,2,9,2,8
65,17,26,1920,2,9,2,9
65,18,26,961,2,9,2,10
65,19,26,1438,2,9,2,11
65,20,26,1360,2,9,2,12
65,21,26,1850,2,9,2,13
65,22,26,746,2,9,2,14
65,23,26,1483,2,9,2,15
65,24,26,1731,2,9,2,16
65,25,26,1234,2,9,2,17
65,26,26,1203,2,9,2,18
65,28,26,1502,2,9,2,20
65,30,26,1183,2,9,2,22
65,31,26,1281,2,9,2,23
65,32,26,1419,2,9,2,24
65,33,26,1460,2,9,2,25
65,34,26,1377,2,9,2,26
65,36,26,1210,2,9,2,28
65,1,27,9390,1,14,1,-12
65,2,27,8306,1,14,1,-11
65,3,27,6280,1,14,1,-10
65,4,27,7906,1,14,1,-9
65,5,27,8479,1,14,1,-8
65,6,27,9380,1,14,1,-7
65,10,27,7351,1,14,1,-3
65,12,27,9211,1,14,1,-1
65,14,27,1653,1,14,2,1
65,15,27,955,1,14,2,2
65,17,27,1434,1,14,2,4
65,18,27,1418,1,14,2,5
65,19,27,1201,1,14,2,6
65,20,27,1455,1,14,2,7
65,21,27,1523,1,14,2,8
65,22,27,1864,1,14,2,9
65,24,27,971,1,14,2,11
65,25,27,1266,1,14,2,12
65,26,27,898,1,14,2,13
65,27,27,1389,1,14,2,14
65,28,27,2733,1,14,2,15
65,29,27,1429,1,14,2,16
65,31,27,928,1,14,2,18
65,32,27,4021,1,14,2,19
65,33,27,1171,1,14,2,20
65,35,27,1361,1,14,2,22
65,36,27,1201,1,14,2,23
65,2,28,5762,2,6,1,-3
65,3,28,5418,2,6,1,-2
65,4,28,4752,2,6,1,-1
65,5,28,7968,2,6,1,0
65,6,28,2065,2,6,2,1
65,7,28,1354,2,6,2,2
65,8,28,1249,2,6,2,3
65,9,28,996,2,6,2,4
65,10,28,986,2,6,2,5
65,11,28,1065,2,6,2,6
65,12,28,898,2,6,2,7
65,13,28,985,2,6,2,8
65,15,28,1052,2,6,2,10
65,17,28,943,2,6,2,12
65,18,28,816,2,6,2,13
65,19,28,1001,2,6,2,14
65,20,28,1170,2,6,2,15
65,22,28,1027,2,6,2,17
65,23,28,1008,2,6,2,18
65,25,28,1143,2,6,2,20
65,26,28,849,2,6,2,21
65,27,28,8503,2,6,1,22
65,28,28,828,2,6,2,23
65,29,28,782,2,6,2,24
65,30,28,1012,2,6,2,25
65,31,28,837,2,6,2,26
65,32,28,924,2,6,2,27
65,33,28,816,2,6,2,28
65,34,28,9719,2,6,1,29
65,35,28,896,2,6,2,30
65,36,28,1285,2,6,2,31
65,1,29,6966,2,4,1,-2
65,2,29,5556,2,4,1,-1
65,3,29,5395,2,4,1,0
65,4,29,2328,2,4,2,1
65,5,29,6472,2,4,1,2
65,6,29,1536,2,4,2,3
65,8,29,1541,2,4,2,5
65,9,29,1227,2,4,2,6
65,10,29,1833,2,4,2,7
65,11,29,1182,2,4,2,8
65,12,29,1144,2,4,2,9
65,14,29,777,2,4,2,11
65,15,29,884,2,4,2,12
65,16,29,982,2,4,2,13
65,17,29,794,2,4,2,14
65,19,29,841,2,4,2,16
65,20,29,646,2,4,2,17
65,21,29,916,2,4,2,18
65,22,29,987,2,4,2,19
65,23,29,1031,2,4,2,20
65,24,29,933,2,4,2,21
65,26,29,909,2,4,2,23
65,27,29,854,2,4,2,24
65,28,29,1157,2,4,2,25
65,29,29,842,2,4,2,26
65,30,29,1182,2,4,2,27
65,31,29,968,2,4,2,28
65,33,29,922,2,4,2,30
65,34,29,1253,2,4,2,31
65,35,29,1016,2,4,2,32
65,36,29,1567,2,4,2,33
66,2,20,8582,2,9,1,-6
66,3,20,9476,2,9,1,-5
66,4,20,8263,2,9,1,-4
66,7,20,10461,2,9,1,-1
66,8,20,9709,2,9,1,0
66,9,20,2622,2,9,2,1
66,10,20,2358,2,9,2,2
66,11,20,4092,2,9,2,3
66,12,20,1457,2,9,2,4
66,13,20,2367,2,9,2,5
66,15,20,2117,2,9,2,7
66,16,20,9916,2,9,1,8
66,17,20,1854,2,9,2,9
66,18,20,1910,2,9,2,10
66,20,20,9782,2,9,1,12
66,21,20,3391,2,9,2,13
66,22,20,3603,2,9,2,14
66,23,20,1995,2,9,2,15
66,24,20,3532,2,9,2,16
66,2,21,9091,2,11,1,-8
66,4,21,9362,2,11,1,-6
66,6,21,8489,2,11,1,-4
66,7,21,8779,2,11,1,-3
66,8,21,8604,2,11,1,-2
66,11,21,3035,2,11,2,1
66,12,21,2687,2,11,2,2
66,13,21,3677,2,11,2,3
66,15,21,3493,2,11,2,5
66,16,21,2312,2,11,2,6
66,17,21,4766,2,11,2,7
66,19,21,9359,2,11,1,9
66,20,21,4240,2,11,2,10
66,21,21,2534,2,11,2,11
66,22,21,1718,2,11,2,12
66,23,21,2778,2,11,2,13
66,24,21,7215,2,11,2,14
66,25,21,1949,2,11,2,15
66,1,22,6580,1,8,1,-6
66,2,22,6338,1,8,1,-5
66,3,22,6253,1,8,1,-4
66,4,22,6222,1,8,1,-3
66,5,22,6639,1,8,1,-2
66,6,22,6181,1,8,1,-1
66,7,22,7783,1,8,1,0
66,8,22,1467,1,8,2,1
66,9,22,1567,1,8,2,2
66,10,22,1291,1,8,2,3
66,11,22,1194,1,8,2,4
66,12,22,1250,1,8,2,5
66,13,22,1093,1,8,2,6
66,14,22,1098,1,8,2,7
66,15,22,1316,1,8,2,8
66,17,22,1092,1,8,2,10
66,18,22,1114,1,8,2,11
66,19,22,974,1,8,2,12
66,20,22,1229,1,8,2,13
66,21,22,942,1,8,2,14
66,22,22,1095,1,8,2,15
66,24,22,968,1,8,2,17
66,25,22,940,1,8,2,18
66,1,23,7247,2,12,1,-10
66,2,23,6924,2,12,1,-9
66,3,23,7664,2,12,1,-8
66,4,23,7785,2,12,1,-7
66,5,23,8005,2,12,1,-6
66,6,23,7025,2,12,1,-5
66,7,23,6719,2,12,1,-4
66,9,23,6883,2,12,1,-2
66,10,23,8443,2,12,1,-1
66,11,23,7396,2,12,1,0
66,12,23,2528,2,12,2,1
66,13,23,9213,2,12,1,2
66,14,23,5777,2,12,2,3
66,15,23,2384,2,12,2,4
66,17,23,9528,2,12,1,6
66,18,23,2853,2,12,2,7
66,19,23,2130,2,12,2,8
66,20,23,1968,2,12,2,9
66,21,23,2145,2,12,2,10
66,24,23,4195,2,12,2,13
66,25,23,2088,2,12,2,14
66,1,24,5781,1,10,1,-8
66,2,24,5692,1,10,1,-7
66,3,24,5736,1,10,1,-6
66,4,24,5820,1,10,1,-5
66,5,24,6210,1,10,1,-4
66,6,24,5612,1,10,1,-3
66,7,24,5474,1,10,1,-2
66,8,24,5339,1,10,1,-1
66,9,24,5441,1,10,1,0
66,10,24,3214,1,10,2,1
66,11,24,2129,1,10,2,2
66,12,24,1661,1,10,2,3
66,13,24,1392,1,10,2,4
66,14,24,2606,1,10,2,5
66,15,24,2829,1,10,2,6
66,16,24,1767,1,10,2,7
66,17,24,1350,1,10,2,8
66,18,24,1224,1,10,2,9
66,19,24,1558,1,10,2,10
66,20,24,2335,1,10,2,11
66,21,24,1463,1,10,2,12
66,22,24,1204,1,10,2,13
66,23,24,1065,1,10,2,14
66,24,24,1538,1,10,2,15
66,25,24,1507,1,10,2,16
66,1,25,7269,2,18,1,-16
66,2,25,7148,2,18,1,-15
66,3,25,7788,2,18,1,-14
66,5,25,7684,2,18,1,-12
66,6,25,7570,2,18,1,-11
66,7,25,8562,2,18,1,-10
66,8,25,7342,2,18,1,-9
66,9,25,7621,2,18,1,-8
66,10,25,7946,2,18,1,-7
66,11,25,7456,2,18,1,-6
66,13,25,6618,2,18,1,-4
66,14,25,7355,2,18,1,-3
66,16,25,8773,2,18,1,-1
66,18,25,2122,2,18,2,1
66,19,25,8130,2,18,1,2
66,20,25,7209,2,18,1,3
66,21,25,2577,2,18,2,4
66,22,25,2794,2,18,2,5
66,23,25,1227,2,18,2,6
66,24,25,9062,2,18,1,7
66,25,25,3579,2,18,2,8
66,1,26,9322,2,17,1,-15
66,2,26,8847,2,17,1,-14
66,3,26,10160,2,17,1,-13
66,4,26,8505,2,17,1,-12
66,5,26,8623,2,17,1,-11
66,6,26,9048,2,17,1,-10
66,7,26,9128,2,17,1,-9
66,8,26,9017,2,17,1,-8
66,9,26,8502,2,17,1,-7
66,10,26,8498,2,17,1,-6
66,12,26,7836,2,17,1,-4
66,13,26,8502,2,17,1,-3
66,14,26,7844,2,17,1,-2
66,15,26,8430,2,17,1,-1
66,17,26,2978,2,17,2,1
66,18,26,8193,2,17,1,2
66,19,26,8608,2,17,1,3
66,23,26,6969,2,17,2,7
66,24,26,10200,2,17,1,8
66,1,27,7725,2,6,1,-4
66,2,27,8384,2,6,1,-3
66,4,27,7680,2,6,1,-1
66,5,27,7444,2,6,1,0
66,6,27,2979,2,6,2,1
66,7,27,8511,2,6,1,2
66,8,27,2583,2,6,2,3
66,9,27,9357,2,6,1,4
66,12,27,7022,2,6,1,7
66,16,27,9443,2,6,1,11
66,18,27,1432,2,6,2,13
66,19,27,1138,2,6,2,14
66,20,27,1657,2,6,2,15
66,23,27,4275,2,6,2,18
66,24,27,1197,2,6,2,19
66,25,27,1456,2,6,2,20
66,1,28,6801,1,24,1,-22
66,4,28,6733,1,24,1,-19
66,5,28,7253,1,24,1,-18
66,6,28,6628,1,24,1,-17
66,7,28,7011,1,24,1,-16
66,8,28,6690,1,24,1,-15
66,9,28,6394,1,24,1,-14
66,12,28,6244,1,24,1,-11
66,13,28,6393,1,24,1,-10
66,14,28,6335,1,24,1,-9
66,15,28,6366,1,24,1,-8
66,16,28,6230,1,24,1,-7
66,17,28,9543,1,24,1,-6
66,18,28,7377,1,24,1,-5
66,19,28,7581,1,24,1,-4
66,21,28,6848,1,24,1,-2
66,24,28,4508,1,24,2,1
66,25,28,3958,1,24,2,2
67,1,20,6265,1,8,1,-6
67,2,20,6281,1,8,1,-5
67,3,20,5720,1,8,1,-4
67,4,20,5903,1,8,1,-3
67,5,20,5713,1,8,1,-2
67,6,20,5451,1,8,1,-1
67,7,20,5587,1,8,1,0
67,8,20,1053,1,8,2,1
67,9,20,1180,1,8,2,2
67,10,20,898,1,8,2,3
67,11,20,1205,1,8,2,4
67,12,20,830,1,8,2,5
67,13,20,641,1,8,2,6
67,14,20,596,1,8,2,7
67,15,20,713,1,8,2,8
67,18,20,860,1,8,2,11
67,19,20,511,1,8,2,12
67,20,20,652,1,8,2,13
67,21,20,919,1,8,2,14
67,22,20,858,1,8,2,15
67,24,20,1079,1,8,2,17
67,25,20,1028,1,8,2,18
67,26,20,1078,1,8,2,19
67,27,20,749,1,8,2,20
67,28,20,951,1,8,2,21
67,29,20,922,1,8,2,22
67,31,20,746,1,8,2,24
67,32,20,928,1,8,2,25
67,33,20,900,1,8,2,26
67,34,20,778,1,8,2,27
67,1,21,6984,1,13,1,-11
67,3,21,6525,1,13,1,-9
67,4,21,6241,1,13,1,-8
67,5,21,5987,1,13,1,-7
67,8,21,6286,1,13,1,-4
67,9,21,6186,1,13,1,-3
67,13,21,1077,1,13,2,1
67,14,21,993,1,13,2,2
67,15,21,1037,1,13,2,3
67,16,21,797,1,13,2,4
67,17,21,1054,1,13,2,5
67,18,21,906,1,13,2,6
67,19,21,821,1,13,2,7
67,20,21,917,1,13,2,8
67,22,21,1342,1,13,2,10
67,23,21,817,1,13,2,11
67,24,21,888,1,13,2,12
67,25,21,809,1,13,2,13
67,26,21,882,1,13,2,14
67,27,21,2097,1,13,2,15
67,28,21,890,1,13,2,16
67,29,21,1372,1,13,2,17
67,30,21,969,1,13,2,18
67,31,21,1940,1,13,2,19
67,32,21,775,1,13,2,20
67,33,21,809,1,13,2,21
67,34,21,705,1,13,2,22
67,1,22,4880,1,14,1,-12
67,4,22,4793,1,14,1,-9
67,6,22,4334,1,14,1,-7
67,7,22,4789,1,14,1,-6
67,8,22,4523,1,14,1,-5
67,9,22,4529,1,14,1,-4
67,10,22,4523,1,14,1,-3
67,12,22,4328,1,14,1,-1
67,13,22,4320,1,14,1,0
67,14,22,691,1,14,2,1
67,15,22,791,1,14,2,2
67,16,22,642,1,14,2,3
67,17,22,730,1,14,2,4
67,18,22,738,1,14,2,5
67,19,22,599,1,14,2,6
67,20,22,621,1,14,2,7
67,21,22,630,1,14,2,8
67,22,22,717,1,14,2,9
67,23,22,646,1,14,2,10
67,24,22,858,1,14,2,11
67,25,22,711,1,14,2,12
67,26,22,678,1,14,2,13
67,27,22,1020,1,14,2,14
67,28,22,855,1,14,2,15
67,29,22,576,1,14,2,16
67,30,22,510,1,14,2,17
67,31,22,704,1,14,2,18
67,32,22,805,1,14,2,19
67,33,22,769,1,14,2,20
67,34,22,436,1,14,2,21
67,1,23,6047,2,16,1,-14
67,2,23,5410,2,16,1,-13
67,3,23,5049,2,16,1,-12
67,4,23,5084,2,16,1,-11
67,5,23,5569,2,16,1,-10
67,7,23,5115,2,16,1,-8
67,8,23,5212,2,16,1,-7
67,9,23,5180,2,16,1,-6
67,10,23,5493,2,16,1,-5
67,11,23,5176,2,16,1,-4
67,12,23,4980,2,16,1,-3
67,13,23,4982,2,16,1,-2
67,14,23,4934,2,16,1,-1
67,15,23,5136,2,16,1,0
67,16,23,3570,2,16,2,1
67,17,23,5216,2,16,1,2
67,18,23,4904,2,16,1,3
67,19,23,4750,2,16,1,4
67,20,23,5588,2,16,1,5
67,21,23,5015,2,16,1,6
67,22,23,1659,2,16,2,7
67,23,23,1895,2,16,2,8
67,24,23,911,2,16,2,9
67,25,23,966,2,16,2,10
67,26,23,1597,2,16,2,11
67,27,23,1152,2,16,2,12
67,28,23,1271,2,16,2,13
67,29,23,1002,2,16,2,14
67,30,23,666,2,16,2,15
67,31,23,6120,2,16,2,16
67,32,23,729,2,16,2,17
67,33,23,1026,2,16,2,18
67,34,23,1016,2,16,2,19
67,1,24,5314,1,24,1,-22
67,2,24,4565,1,24,1,-21
67,3,24,4359,1,24,1,-20
67,4,24,4175,1,24,1,-19
67,5,24,4688,1,24,1,-18
67,6,24,5112,1,24,1,-17
67,7,24,4200,1,24,1,-16
67,8,24,4305,1,24,1,-15
67,9,24,4442,1,24,1,-14
67,10,24,4236,1,24,1,-13
67,11,24,4422,1,24,1,-12
67,12,24,4064,1,24,1,-11
67,13,24,4231,1,24,1,-10
67,14,24,4368,1,24,1,-9
67,15,24,4305,1,24,1,-8
67,16,24,4031,1,24,1,-7
67,17,24,4306,1,24,1,-6
67,18,24,4359,1,24,1,-5
67,19,24,4047,1,24,1,-4
67,20,24,4171,1,24,1,-3
67,21,24,4446,1,24,1,-2
67,23,24,4207,1,24,1,0
67,24,24,1939,1,24,2,1
67,25,24,4116,1,24,2,2
67,26,24,2037,1,24,2,3
67,27,24,1635,1,24,2,4
67,28,24,1411,1,24,2,5
67,29,24,1606,1,24,2,6
67,30,24,2145,1,24,2,7
67,31,24,1205,1,24,2,8
67,32,24,905,1,24,2,9
67,33,24,1287,1,24,2,10
67,34,24,1004,1,24,2,11
67,1,25,6261,2,17,1,-15
67,2,25,4994,2,17,1,-14
67,3,25,5417,2,17,1,-13
67,4,25,5304,2,17,1,-12
67,5,25,5285,2,17,1,-11
67,6,25,5254,2,17,1,-10
67,7,25,5457,2,17,1,-9
67,8,25,5202,2,17,1,-8
67,9,25,5391,2,17,1,-7
67,10,25,5286,2,17,1,-6
67,11,25,5238,2,17,1,-5
67,12,25,5154,2,17,1,-4
67,13,25,4947,2,17,1,-3
67,14,25,5117,2,17,1,-2
67,15,25,5328,2,17,1,-1
67,16,25,4990,2,17,1,0
67,17,25,1544,2,17,2,1
67,18,25,5199,2,17,1,2
67,19,25,1024,2,17,2,3
67,20,25,1482,2,17,2,4
67,21,25,4893,2,17,1,5
67,22,25,1389,2,17,2,6
67,23,25,1034,2,17,2,7
67,24,25,5507,2,17,1,8
67,25,25,507,2,17,2,9
67,26,25,749,2,17,2,10
67,27,25,834,2,17,2,11
67,28,25,845,2,17,2,12
67,29,25,723,2,17,2,13
67,30,25,756,2,17,2,14
67,31,25,1080,2,17,2,15
67,32,25,692,2,17,2,16
67,33,25,667,2,17,2,17
67,34,25,415,2,17,2,18
67,1,26,6746,2,15,1,-13
67,2,26,6798,2,15,1,-12
67,3,26,6652,2,15,1,-11
67,4,26,5979,2,15,1,-10
67,5,26,6200,2,15,1,-9
67,6,26,6399,2,15,1,-8
67,7,26,6552,2,15,1,-7
67,8,26,6371,2,15,1,-6
67,9,26,6027,2,15,1,-5
67,10,26,6071,2,15,1,-4
67,11,26,6318,2,15,1,-3
67,12,26,6183,2,15,1,-2
67,13,26,5791,2,15,1,-1
67,14,26,5809,2,15,1,0
67,15,26,2159,2,15,2,1
67,16,26,1370,2,15,2,2
67,17,26,524,2,15,2,3
67,18,26,1787,2,15,2,4
67,19,26,860,2,15,2,5
67,20,26,6257,2,15,1,6
67,21,26,1789,2,15,2,7
67,22,26,1683,2,15,2,8
67,23,26,5970,2,15,1,9
67,24,26,943,2,15,2,10
67,25,26,1043,2,15,2,11
67,26,26,1239,2,15,2,12
67,27,26,722,2,15,2,13
67,28,26,627,2,15,2,14
67,29,26,1408,2,15,2,15
67,31,26,1262,2,15,2,17
67,32,26,567,2,15,2,18
67,33,26,574,2,15,2,19
67,34,26,804,2,15,2,20
67,1,27,6123,1,18,1,-16
67,2,27,6302,1,18,1,-15
67,3,27,5790,1,18,1,-14
67,4,27,5522,1,18,1,-13
67,6,27,5630,1,18,1,-11
67,7,27,5623,1,18,1,-10
67,8,27,5587,1,18,1,-9
67,9,27,5284,1,18,1,-8
67,10,27,5557,1,18,1,-7
67,11,27,5516,1,18,1,-6
67,12,27,5367,1,18,1,-5
67,13,27,5207,1,18,1,-4
67,14,27,5330,1,18,1,-3
67,15,27,5175,1,18,1,-2
67,16,27,5291,1,18,1,-1
67,17,27,5200,1,18,1,0
67,18,27,3971,1,18,2,1
67,19,27,2112,1,18,2,2
67,20,27,338,1,18,2,3
67,21,27,1857,1,18,2,4
67,22,27,1235,1,18,2,5
67,23,27,3794,1,18,2,6
67,24,27,1281,1,18,2,7
67,25,27,3237,1,18,2,8
67,26,27,1140,1,18,2,9
67,27,27,1418,1,18,2,10
67,28,27,1272,1,18,2,11
67,29,27,919,1,18,2,12
67,30,27,927,1,18,2,13
67,31,27,567,1,18,2,14
67,32,27,982,1,18,2,15
67,33,27,926,1,18,2,16
67,34,27,733,1,18,2,17
67,3,28,5190,1,25,1,-21
67,4,28,4799,1,25,1,-20
67,5,28,4971,1,25,1,-19
67,6,28,4600,1,25,1,-18
67,8,28,4917,1,25,1,-16
67,9,28,5080,1,25,1,-15
67,10,28,4775,1,25,1,-14
67,11,28,4941,1,25,1,-13
67,12,28,4690,1,25,1,-12
67,13,28,4644,1,25,1,-11
67,14,28,6712,1,25,1,-10
67,15,28,4525,1,25,1,-9
67,16,28,4554,1,25,1,-8
67,17,28,6417,1,25,1,-7
67,18,28,5501,1,25,1,-6
67,21,28,4686,1,25,1,-3
67,22,28,4848,1,25,1,-2
67,23,28,4640,1,25,1,-1
67,24,28,4658,1,25,1,0
67,25,28,1821,1,25,2,1
67,26,28,1776,1,25,2,2
67,27,28,1863,1,25,2,3
67,28,28,1445,1,25,2,4
67,29,28,1676,1,25,2,5
67,30,28,1732,1,25,2,6
67,31,28,2267,1,25,2,7
67,32,28,2237,1,25,2,8
67,33,28,661,1,25,2,9
67,34,28,1114,1,25,2,10
67,1,29,4611,2,19,1,-17
67,4,29,4635,2,19,1,-14
67,5,29,4049,2,19,1,-13
67,6,29,4522,2,19,1,-12
67,7,29,4308,2,19,1,-11
67,9,29,4395,2,19,1,-9
67,10,29,4420,2,19,1,-8
67,11,29,4553,2,19,1,-7
67,12,29,4091,2,19,1,-6
67,13,29,4013,2,19,1,-5
67,14,29,3859,2,19,1,-4
67,15,29,5048,2,19,1,-3
67,16,29,4055,2,19,1,-2
67,17,29,3839,2,19,1,-1
67,18,29,3852,2,19,1,0
67,19,29,1006,2,19,2,1
67,20,29,4001,2,19,1,2
67,21,29,946,2,19,2,3
67,22,29,3909,2,19,1,4
67,23,29,937,2,19,2,5
67,24,29,1064,2,19,2,6
67,25,29,1301,2,19,2,7
67,26,29,712,2,19,2,8
67,27,29,866,2,19,2,9
67,28,29,955,2,19,2,10
67,29,29,842,2,19,2,11
67,30,29,781,2,19,2,12
67,31,29,1284,2,19,2,13
67,32,29,923,2,19,2,14
67,33,29,816,2,19,2,15
67,34,29,950,2,19,2,16
69,1,20,13503,1,4,1,-2
69,2,20,9954,1,4,1,-1
69,4,20,953,1,4,2,1
69,6,20,1125,1,4,2,3
69,7,20,1423,1,4,2,4
69,10,20,864,1,4,2,7
69,11,20,1244,1,4,2,8
69,12,20,1065,1,4,2,9
69,13,20,1356,1,4,2,10
69,14,20,1056,1,4,2,11
69,15,20,1367,1,4,2,12
69,16,20,1019,1,4,2,13
69,17,20,868,1,4,2,14
69,18,20,953,1,4,2,15
69,19,20,1237,1,4,2,16
69,20,20,929,1,4,2,17
69,21,20,920,1,4,2,18
69,22,20,1216,1,4,2,19
69,23,20,1290,1,4,2,20
69,24,20,1182,1,4,2,21
69,25,20,1886,1,4,2,22
69,26,20,824,1,4,2,23
69,27,20,1168,1,4,2,24
69,28,20,1298,1,4,2,25
69,1,21,12262,1,13,1,-11
69,2,21,12608,1,13,1,-10
69,3,21,11691,1,13,1,-9
69,4,21,9820,1,13,1,-8
69,6,21,8925,1,13,1,-6
69,7,21,8814,1,13,1,-5
69,10,21,9000,1,13,1,-2
69,11,21,9831,1,13,1,-1
69,13,21,1269,1,13,2,1
69,14,21,1339,1,13,2,2
69,15,21,1798,1,13,2,3
69,16,21,1624,1,13,2,4
69,17,21,1248,1,13,2,5
69,18,21,867,1,13,2,6
69,19,21,919,1,13,2,7
69,20,21,796,1,13,2,8
69,21,21,858,1,13,2,9
69,22,21,1218,1,13,2,10
69,23,21,999,1,13,2,11
69,24,21,1019,1,13,2,12
69,25,21,1021,1,13,2,13
69,26,21,918,1,13,2,14
69,27,21,1417,1,13,2,15
69,28,21,1148,1,13,2,16
69,1,22,9572,2,5,1,-3
69,2,22,7067,2,5,1,-2
69,3,22,7629,2,5,1,-1
69,5,22,1719,2,5,2,1
69,6,22,6793,2,5,1,2
69,7,22,1644,2,5,2,3
69,8,22,2078,2,5,2,4
69,10,22,1858,2,5,2,6
69,11,22,1469,2,5,2,7
69,12,22,1195,2,5,2,8
69,13,22,1241,2,5,2,9
69,14,22,1301,2,5,2,10
69,15,22,1169,2,5,2,11
69,16,22,1151,2,5,2,12
69,17,22,1257,2,5,2,13
69,18,22,864,2,5,2,14
69,19,22,1430,2,5,2,15
69,20,22,1353,2,5,2,16
69,21,22,1018,2,5,2,17
69,22,22,1434,2,5,2,18
69,23,22,920,2,5,2,19
69,24,22,965,2,5,2,20
69,25,22,1257,2,5,2,21
69,26,22,812,2,5,2,22
69,27,22,996,2,5,2,23
69,28,22,928,2,5,2,24
69,1,23,12779,1,21,1,-19
69,2,23,9151,1,21,1,-18
69,3,23,8551,1,21,1,-17
69,4,23,9013,1,21,1,-16
69,5,23,7737,1,21,1,-15
69,7,23,7426,1,21,1,-13
69,8,23,7136,1,21,1,-12
69,9,23,7538,1,21,1,-11
69,10,23,7429,1,21,1,-10
69,12,23,6904,1,21,1,-8
69,13,23,7041,1,21,1,-7
69,14,23,6732,1,21,1,-6
69,15,23,6556,1,21,1,-5
69,16,23,8879,1,21,1,-4
69,18,23,6767,1,21,1,-2
69,19,23,7059,1,21,1,-1
69,20,23,7379,1,21,1,0
69,21,23,4548,1,21,2,1
69,23,23,1775,1,21,2,3
69,25,23,2657,1,21,2,5
69,26,23,3300,1,21,2,6
69,27,23,1706,1,21,2,7
69,28,23,1918,1,21,2,8
69,1,24,9548,1,24,1,-22
69,2,24,6542,1,24,1,-21
69,3,24,6631,1,24,1,-20
69,4,24,6114,1,24,1,-19
69,5,24,6215,1,24,1,-18
69,6,24,5709,1,24,1,-17
69,7,24,5928,1,24,1,-16
69,8,24,5556,1,24,1,-15
69,9,24,5750,1,24,1,-14
69,11,24,5601,1,24,1,-12
69,12,24,5839,1,24,1,-11
69,13,24,5542,1,24,1,-10
69,14,24,5381,1,24,1,-9
69,15,24,5453,1,24,1,-8
69,16,24,5947,1,24,1,-7
69,17,24,5433,1,24,1,-6
69,18,24,5155,1,24,1,-5
69,19,24,5419,1,24,1,-4
69,20,24,5498,1,24,1,-3
69,21,24,5315,1,24,1,-2
69,24,24,821,1,24,2,1
69,25,24,2623,1,24,2,2
69,26,24,2298,1,24,2,3
69,28,24,2137,1,24,2,5
69,1,25,9953,1,19,1,-17
69,2,25,9074,1,19,1,-16
69,3,25,8518,1,19,1,-15
69,4,25,8044,1,19,1,-14
