su,bl,item,RT,itype,first,strat,bl_r
53,2,26,5141,2,11,1,-8
53,3,26,6500,2,11,1,-7
53,4,26,6313,2,11,1,-6
53,5,26,6066,2,11,1,-5
53,6,26,5814,2,11,1,-4
53,7,26,4625,2,11,1,-3
53,8,26,5805,2,11,1,-2
53,9,26,4741,2,11,1,-1
53,11,26,2750,2,11,2,1
53,12,26,4009,2,11,1,2
53,13,26,3808,2,11,1,3
53,14,26,6103,2,11,1,4
53,15,26,1428,2,11,2,5
53,16,26,5530,2,11,1,6
53,17,26,1410,2,11,2,7
53,18,26,1275,2,11,2,8
53,19,26,1315,2,11,2,9
53,20,26,1559,2,11,2,10
53,21,26,1358,2,11,2,11
53,22,26,1244,2,11,2,12
53,23,26,1085,2,11,2,13
53,24,26,1041,2,11,2,14
53,25,26,907,2,11,2,15
53,26,26,1105,2,11,2,16
53,27,26,1165,2,11,2,17
53,28,26,859,2,11,2,18
53,29,26,915,2,11,2,19
53,30,26,830,2,11,2,20
53,31,26,874,2,11,2,21
53,32,26,820,2,11,2,22
53,33,26,975,2,11,2,23
53,34,26,938,2,11,2,24
53,35,26,1831,2,11,2,25
53,36,26,990,2,11,2,26
53,37,26,807,2,11,2,27
53,1,27,5748,1,12,1,-10
53,2,27,5097,1,12,1,-9
53,3,27,5604,1,12,1,-8
53,4,27,5267,1,12,1,-7
53,5,27,5717,1,12,1,-6
53,6,27,5281,1,12,1,-5
53,7,27,5438,1,12,1,-4
53,9,27,7038,1,12,1,-2
53,11,27,6044,1,12,1,0
53,12,27,1732,1,12,2,1
53,13,27,1803,1,12,2,2
53,14,27,1593,1,12,2,3
53,17,27,1513,1,12,2,6
53,18,27,923,1,12,2,7
53,19,27,1538,1,12,2,8
53,20,27,962,1,12,2,9
53,21,27,2030,1,12,2,10
53,22,27,1149,1,12,2,11
53,23,27,1303,1,12,2,12
53,24,27,1074,1,12,2,13
53,25,27,1009,1,12,2,14
53,27,27,1084,1,12,2,16
53,29,27,1112,1,12,2,18
53,30,27,941,1,12,2,19
53,31,27,1263,1,12,2,20
53,32,27,936,1,12,2,21
53,33,27,1276,1,12,2,22
53,34,27,919,1,12,2,23
53,35,27,1025,1,12,2,24
53,37,27,1018,1,12,2,26
53,1,28,4843,1,11,1,-9
53,2,28,4366,1,11,1,-8
53,3,28,5723,1,11,1,-7
53,4,28,5951,1,11,1,-6
53,6,28,4558,1,11,1,-4
53,7,28,4888,1,11,1,-3
53,8,28,4417,1,11,1,-2
53,9,28,4015,1,11,1,-1
53,10,28,4594,1,11,1,0
53,11,28,1259,1,11,2,1
53,12,28,790,1,11,2,2
53,13,28,703,1,11,2,3
53,14,28,886,1,11,2,4
53,16,28,760,1,11,2,6
53,17,28,870,1,11,2,7
53,18,28,1141,1,11,2,8
53,20,28,793,1,11,2,10
53,21,28,1193,1,11,2,11
53,22,28,684,1,11,2,12
53,23,28,897,1,11,2,13
53,24,28,991,1,11,2,14
53,25,28,769,1,11,2,15
53,26,28,710,1,11,2,16
53,27,28,498,1,11,2,17
53,28,28,855,1,11,2,18
53,29,28,891,1,11,2,19
53,30,28,914,1,11,2,20
53,31,28,458,1,11,2,21
53,32,28,1338,1,11,2,22
53,33,28,789,1,11,2,23
53,34,28,744,1,11,2,24
53,35,28,761,1,11,2,25
53,36,28,1272,1,11,2,26
53,37,28,755,1,11,2,27
53,1,29,4425,1,7,1,-5
53,2,29,3481,1,7,1,-4
53,3,29,4561,1,7,1,-3
53,4,29,4097,1,7,1,-2
53,5,29,3969,1,7,1,-1
53,6,29,4225,1,7,1,0
53,7,29,935,1,7,2,1
53,8,29,1012,1,7,2,2
53,9,29,1082,1,7,2,3
53,10,29,1131,1,7,2,4
53,11,29,1344,1,7,2,5
53,12,29,728,1,7,2,6
53,13,29,820,1,7,2,7
53,14,29,739,1,7,2,8
53,15,29,605,1,7,2,9
53,16,29,904,1,7,2,10
53,17,29,740,1,7,2,11
53,18,29,825,1,7,2,12
53,19,29,1288,1,7,2,13
53,20,29,649,1,7,2,14
53,21,29,656,1,7,2,15
53,22,29,789,1,7,2,16
53,23,29,700,1,7,2,17
53,24,29,589,1,7,2,18
53,26,29,759,1,7,2,20
53,27,29,981,1,7,2,21
53,28,29,592,1,7,2,22
53,29,29,716,1,7,2,23
53,30,29,750,1,7,2,24
53,31,29,620,1,7,2,25
53,32,29,637,1,7,2,26
53,33,29,830,1,7,2,27
53,34,29,628,1,7,2,28
53,35,29,701,1,7,2,29
53,36,29,722,1,7,2,30
53,37,29,673,1,7,2,31
54,1,20,6929,1,7,1,-5
54,2,20,6932,1,7,1,-4
54,3,20,6750,1,7,1,-3
54,4,20,6402,1,7,1,-2
54,6,20,6720,1,7,1,0
54,7,20,2361,1,7,2,1
54,8,20,507,1,7,2,2
54,9,20,1545,1,7,2,3
54,10,20,969,1,7,2,4
54,11,20,698,1,7,2,5
54,12,20,758,1,7,2,6
54,13,20,679,1,7,2,7
54,14,20,792,1,7,2,8
54,15,20,1378,1,7,2,9
54,16,20,1342,1,7,2,10
54,17,20,772,1,7,2,11
54,18,20,1153,1,7,2,12
54,19,20,885,1,7,2,13
54,20,20,765,1,7,2,14
54,21,20,905,1,7,2,15
54,22,20,699,1,7,2,16
54,23,20,874,1,7,2,17
54,24,20,3319,1,7,2,18
54,25,20,615,1,7,2,19
54,26,20,972,1,7,2,20
54,27,20,1026,1,7,2,21
54,28,20,918,1,7,2,22
54,29,20,1043,1,7,2,23
54,30,20,801,1,7,2,24
54,31,20,678,1,7,2,25
54,32,20,673,1,7,2,26
54,33,20,764,1,7,2,27
54,34,20,651,1,7,2,28
54,35,20,671,1,7,2,29
54,36,20,733,1,7,2,30
54,37,20,1250,1,7,2,31
54,38,20,717,1,7,2,32
54,39,20,546,1,7,2,33
54,40,20,605,1,7,2,34
54,41,20,786,1,7,2,35
54,42,20,906,1,7,2,36
54,43,20,776,1,7,2,37
54,44,20,861,1,7,2,38
54,45,20,1549,1,7,2,39
54,46,20,857,1,7,2,40
54,47,20,845,1,7,2,41
54,48,20,818,1,7,2,42
54,1,21,7437,1,8,1,-6
54,2,21,6715,1,8,1,-5
54,3,21,6939,1,8,1,-4
54,4,21,7929,1,8,1,-3
54,5,21,7541,1,8,1,-2
54,6,21,7658,1,8,1,-1
54,8,21,3145,1,8,2,1
54,9,21,1519,1,8,2,2
54,11,21,1346,1,8,2,4
54,12,21,1246,1,8,2,5
54,13,21,1000,1,8,2,6
54,14,21,505,1,8,2,7
54,15,21,552,1,8,2,8
54,16,21,883,1,8,2,9
54,17,21,965,1,8,2,10
54,18,21,1206,1,8,2,11
54,19,21,562,1,8,2,12
54,20,21,5130,1,8,2,13
54,21,21,1445,1,8,2,14
54,22,21,1576,1,8,2,15
54,23,21,919,1,8,2,16
54,26,21,920,1,8,2,19
54,27,21,933,1,8,2,20
54,28,21,924,1,8,2,21
54,29,21,951,1,8,2,22
54,30,21,787,1,8,2,23
54,31,21,888,1,8,2,24
54,32,21,811,1,8,2,25
54,33,21,654,1,8,2,26
54,34,21,806,1,8,2,27
54,35,21,740,1,8,2,28
54,36,21,716,1,8,2,29
54,37,21,888,1,8,2,30
54,38,21,860,1,8,2,31
54,39,21,868,1,8,2,32
54,40,21,5753,1,8,2,33
54,42,21,920,1,8,2,35
54,43,21,839,1,8,2,36
54,44,21,2000,1,8,2,37
54,45,21,1732,1,8,2,38
54,46,21,1593,1,8,2,39
54,47,21,1029,1,8,2,40
54,48,21,1788,1,8,2,41
54,1,22,6055,2,5,1,-3
54,2,22,5149,2,5,1,-2
54,3,22,6130,2,5,1,-1
54,4,22,5913,2,5,1,0
54,5,22,2489,2,5,2,1
54,6,22,2958,2,5,2,2
54,7,22,5788,2,5,1,3
54,8,22,2591,2,5,2,4
54,9,22,2178,2,5,2,5
54,10,22,989,2,5,2,6
54,11,22,1976,2,5,2,7
54,12,22,1559,2,5,2,8
54,13,22,1226,2,5,2,9
54,14,22,1065,2,5,2,10
54,15,22,1771,2,5,2,11
54,16,22,1436,2,5,2,12
54,17,22,1178,2,5,2,13
54,18,22,1801,2,5,2,14
54,19,22,923,2,5,2,15
54,20,22,1121,2,5,2,16
54,21,22,727,2,5,2,17
54,22,22,1258,2,5,2,18
54,23,22,783,2,5,2,19
54,24,22,633,2,5,2,20
54,25,22,932,2,5,2,21
54,26,22,1026,2,5,2,22
54,27,22,727,2,5,2,23
54,28,22,836,2,5,2,24
54,29,22,681,2,5,2,25
54,30,22,692,2,5,2,26
54,31,22,774,2,5,2,27
54,32,22,762,2,5,2,28
54,33,22,647,2,5,2,29
54,34,22,885,2,5,2,30
54,35,22,909,2,5,2,31
54,36,22,910,2,5,2,32
54,37,22,769,2,5,2,33
54,38,22,737,2,5,2,34
54,39,22,889,2,5,2,35
54,40,22,721,2,5,2,36
54,41,22,685,2,5,2,37
54,42,22,745,2,5,2,38
54,43,22,669,2,5,2,39
54,44,22,695,2,5,2,40
54,45,22,966,2,5,2,41
54,46,22,889,2,5,2,42
54,47,22,623,2,5,2,43
54,48,22,1220,2,5,2,44
54,1,23,7070,1,6,1,-4
54,2,23,6694,1,6,1,-3
54,3,23,6222,1,6,1,-2
54,4,23,5805,1,6,1,-1
54,5,23,6110,1,6,1,0
54,6,23,1316,1,6,2,1
54,7,23,1079,1,6,2,2
54,8,23,1384,1,6,2,3
54,9,23,953,1,6,2,4
54,10,23,1220,1,6,2,5
54,11,23,1151,1,6,2,6
54,12,23,1585,1,6,2,7
54,13,23,1027,1,6,2,8
54,14,23,903,1,6,2,9
54,15,23,1239,1,6,2,10
54,16,23,846,1,6,2,11
54,17,23,1051,1,6,2,12
54,18,23,811,1,6,2,13
54,19,23,856,1,6,2,14
54,20,23,612,1,6,2,15
54,21,23,5570,1,6,2,16
54,22,23,733,1,6,2,17
54,23,23,730,1,6,2,18
54,24,23,737,1,6,2,19
54,25,23,673,1,6,2,20
54,26,23,715,1,6,2,21
54,27,23,709,1,6,2,22
54,28,23,778,1,6,2,23
54,29,23,815,1,6,2,24
54,30,23,598,1,6,2,25
54,31,23,708,1,6,2,26
54,32,23,708,1,6,2,27
54,33,23,908,1,6,2,28
54,34,23,1310,1,6,2,29
54,35,23,902,1,6,2,30
54,36,23,1175,1,6,2,31
54,37,23,867,1,6,2,32
54,38,23,1277,1,6,2,33
54,39,23,1675,1,6,2,34
54,40,23,916,1,6,2,35
54,41,23,908,1,6,2,36
54,42,23,1658,1,6,2,37
54,43,23,981,1,6,2,38
54,44,23,738,1,6,2,39
54,45,23,992,1,6,2,40
54,46,23,950,1,6,2,41
54,47,23,632,1,6,2,42
54,48,23,746,1,6,2,43
54,1,24,4951,2,7,1,-5
54,2,24,4864,2,7,1,-4
54,3,24,6455,2,7,1,-3
54,4,24,5329,2,7,1,-2
54,5,24,5505,2,7,1,-1
54,6,24,5387,2,7,1,0
54,7,24,3074,2,7,2,1
54,8,24,4571,2,7,1,2
54,9,24,2201,2,7,2,3
54,10,24,3585,2,7,2,4
54,11,24,1120,2,7,2,5
54,12,24,2148,2,7,2,6
54,13,24,2529,2,7,2,7
54,14,24,2173,2,7,2,8
54,15,24,1417,2,7,2,9
54,16,24,1348,2,7,2,10
54,17,24,1276,2,7,2,11
54,18,24,1239,2,7,2,12
54,19,24,1091,2,7,2,13
54,20,24,925,2,7,2,14
54,21,24,1486,2,7,2,15
54,22,24,958,2,7,2,16
54,23,24,900,2,7,2,17
54,24,24,1061,2,7,2,18
54,25,24,827,2,7,2,19
54,26,24,1239,2,7,2,20
54,27,24,993,2,7,2,21
54,28,24,1436,2,7,2,22
54,30,24,574,2,7,2,24
54,31,24,1237,2,7,2,25
54,32,24,939,2,7,2,26
54,33,24,1011,2,7,2,27
54,34,24,827,2,7,2,28
54,35,24,842,2,7,2,29
54,36,24,1050,2,7,2,30
54,37,24,1012,2,7,2,31
54,38,24,1179,2,7,2,32
54,40,24,1102,2,7,2,34
54,41,24,759,2,7,2,35
54,42,24,1119,2,7,2,36
54,43,24,1903,2,7,2,37
54,44,24,838,2,7,2,38
54,45,24,1079,2,7,2,39
54,46,24,1062,2,7,2,40
54,47,24,1114,2,7,2,41
54,48,24,1847,2,7,2,42
54,1,25,6732,2,7,1,-5
54,2,25,5450,2,7,1,-4
54,3,25,7646,2,7,1,-3
54,4,25,5722,2,7,1,-2
54,5,25,6329,2,7,1,-1
54,6,25,6783,2,7,1,0
54,7,25,2059,2,7,2,1
54,8,25,5506,2,7,1,2
54,9,25,1287,2,7,2,3
54,10,25,3136,2,7,2,4
54,11,25,866,2,7,2,5
54,12,25,907,2,7,2,6
54,13,25,1349,2,7,2,7
54,14,25,789,2,7,2,8
54,15,25,800,2,7,2,9
54,16,25,810,2,7,2,10
54,17,25,736,2,7,2,11
54,18,25,781,2,7,2,12
54,19,25,808,2,7,2,13
54,20,25,680,2,7,2,14
54,21,25,1016,2,7,2,15
54,22,25,1161,2,7,2,16
54,23,25,670,2,7,2,17
54,24,25,917,2,7,2,18
54,25,25,600,2,7,2,19
54,26,25,772,2,7,2,20
54,27,25,658,2,7,2,21
54,28,25,737,2,7,2,22
54,29,25,886,2,7,2,23
54,30,25,787,2,7,2,24
54,31,25,462,2,7,2,25
54,32,25,678,2,7,2,26
54,33,25,691,2,7,2,27
54,34,25,1040,2,7,2,28
54,35,25,833,2,7,2,29
54,36,25,686,2,7,2,30
54,37,25,644,2,7,2,31
54,38,25,736,2,7,2,32
54,39,25,780,2,7,2,33
54,40,25,772,2,7,2,34
54,41,25,1112,2,7,2,35
54,42,25,808,2,7,2,36
54,43,25,881,2,7,2,37
54,44,25,744,2,7,2,38
54,45,25,682,2,7,2,39
54,46,25,719,2,7,2,40
54,47,25,776,2,7,2,41
54,48,25,671,2,7,2,42
54,1,26,7596,1,5,1,-3
54,3,26,8456,1,5,1,-1
54,4,26,6327,1,5,1,0
54,5,26,1442,1,5,2,1
54,6,26,4510,1,5,2,2
54,7,26,2027,1,5,2,3
54,8,26,1381,1,5,2,4
54,9,26,832,1,5,2,5
54,10,26,998,1,5,2,6
54,11,26,600,1,5,2,7
54,12,26,1176,1,5,2,8
54,13,26,1852,1,5,2,9
54,14,26,1020,1,5,2,10
54,15,26,1048,1,5,2,11
54,16,26,760,1,5,2,12
54,17,26,927,1,5,2,13
54,18,26,972,1,5,2,14
54,19,26,821,1,5,2,15
54,20,26,871,1,5,2,16
54,21,26,926,1,5,2,17
54,22,26,869,1,5,2,18
54,23,26,886,1,5,2,19
54,24,26,619,1,5,2,20
54,25,26,796,1,5,2,21
54,26,26,867,1,5,2,22
54,27,26,659,1,5,2,23
54,28,26,724,1,5,2,24
54,29,26,1341,1,5,2,25
54,30,26,725,1,5,2,26
54,31,26,780,1,5,2,27
54,32,26,856,1,5,2,28
54,33,26,852,1,5,2,29
54,34,26,903,1,5,2,30
54,35,26,701,1,5,2,31
54,36,26,723,1,5,2,32
54,37,26,726,1,5,2,33
54,38,26,774,1,5,2,34
54,39,26,894,1,5,2,35
54,40,26,1051,1,5,2,36
54,41,26,744,1,5,2,37
54,42,26,878,1,5,2,38
54,43,26,845,1,5,2,39
54,44,26,984,1,5,2,40
54,45,26,1031,1,5,2,41
54,46,26,857,1,5,2,42
54,47,26,1100,1,5,2,43
54,48,26,1143,1,5,2,44
54,1,27,7093,1,3,1,-1
54,2,27,6267,1,3,1,0
54,3,27,2502,1,3,2,1
54,4,27,772,1,3,2,2
54,5,27,1202,1,3,2,3
54,6,27,1194,1,3,2,4
54,7,27,960,1,3,2,5
54,8,27,605,1,3,2,6
54,9,27,993,1,3,2,7
54,10,27,832,1,3,2,8
54,11,27,744,1,3,2,9
54,12,27,6999,1,3,2,10
54,13,27,1007,1,3,2,11
54,14,27,1046,1,3,2,12
54,15,27,3136,1,3,2,13
54,16,27,1093,1,3,2,14
54,17,27,1528,1,3,2,15
54,18,27,997,1,3,2,16
54,19,27,1044,1,3,2,17
54,20,27,850,1,3,2,18
54,21,27,1876,1,3,2,19
54,22,27,782,1,3,2,20
54,23,27,730,1,3,2,21
54,24,27,735,1,3,2,22
54,25,27,906,1,3,2,23
54,26,27,804,1,3,2,24
54,27,27,790,1,3,2,25
54,28,27,713,1,3,2,26
54,29,27,847,1,3,2,27
54,30,27,566,1,3,2,28
54,31,27,831,1,3,2,29
54,32,27,708,1,3,2,30
54,33,27,632,1,3,2,31
54,34,27,790,1,3,2,32
54,35,27,697,1,3,2,33
54,36,27,1396,1,3,2,34
54,37,27,795,1,3,2,35
54,38,27,805,1,3,2,36
54,39,27,794,1,3,2,37
54,40,27,705,1,3,2,38
54,41,27,721,1,3,2,39
54,42,27,501,1,3,2,40
54,43,27,867,1,3,2,41
54,44,27,759,1,3,2,42
54,45,27,749,1,3,2,43
54,46,27,625,1,3,2,44
54,47,27,906,1,3,2,45
54,48,27,3061,1,3,2,46
54,1,28,5775,2,6,1,-4
54,2,28,5523,2,6,1,-3
54,3,28,6849,2,6,1,-2
54,4,28,5833,2,6,1,-1
54,5,28,5633,2,6,1,0
54,6,28,1221,2,6,2,1
54,7,28,6009,2,6,1,2
54,8,28,1539,2,6,2,3
54,9,28,493,2,6,2,4
54,10,28,1181,2,6,2,5
54,11,28,1354,2,6,2,6
54,12,28,642,2,6,2,7
54,13,28,1001,2,6,2,8
54,14,28,788,2,6,2,9
54,15,28,894,2,6,2,10
54,16,28,817,2,6,2,11
54,17,28,624,2,6,2,12
54,18,28,792,2,6,2,13
54,19,28,695,2,6,2,14
54,20,28,1464,2,6,2,15
54,21,28,816,2,6,2,16
54,22,28,709,2,6,2,17
54,23,28,747,2,6,2,18
54,24,28,557,2,6,2,19
54,25,28,705,2,6,2,20
54,26,28,743,2,6,2,21
54,27,28,662,2,6,2,22
54,28,28,810,2,6,2,23
54,29,28,709,2,6,2,24
54,30,28,449,2,6,2,25
54,31,28,635,2,6,2,26
54,32,28,683,2,6,2,27
54,33,28,797,2,6,2,28
54,34,28,1087,2,6,2,29
54,35,28,649,2,6,2,30
54,36,28,674,2,6,2,31
54,37,28,739,2,6,2,32
54,38,28,698,2,6,2,33
54,39,28,779,2,6,2,34
54,40,28,607,2,6,2,35
54,41,28,647,2,6,2,36
54,42,28,814,2,6,2,37
54,43,28,821,2,6,2,38
54,44,28,1255,2,6,2,39
54,45,28,745,2,6,2,40
54,46,28,895,2,6,2,41
54,47,28,1204,2,6,2,42
54,48,28,1064,2,6,2,43
54,1,29,5397,2,5,1,-3
54,2,29,4852,2,5,1,-2
54,3,29,5404,2,5,1,-1
54,4,29,5717,2,5,1,0
54,5,29,3788,2,5,2,1
54,6,29,1680,2,5,2,2
54,7,29,6341,2,5,1,3
54,8,29,884,2,5,2,4
54,9,29,689,2,5,2,5
54,10,29,534,2,5,2,6
54,11,29,1706,2,5,2,7
54,12,29,771,2,5,2,8
54,13,29,1336,2,5,2,9
54,14,29,832,2,5,2,10
54,15,29,711,2,5,2,11
54,16,29,724,2,5,2,12
54,17,29,786,2,5,2,13
54,18,29,1487,2,5,2,14
54,19,29,677,2,5,2,15
54,20,29,677,2,5,2,16
54,21,29,1135,2,5,2,17
54,22,29,834,2,5,2,18
54,23,29,912,2,5,2,19
54,24,29,756,2,5,2,20
54,25,29,578,2,5,2,21
54,26,29,704,2,5,2,22
54,27,29,620,2,5,2,23
54,28,29,1331,2,5,2,24
54,29,29,732,2,5,2,25
54,30,29,1267,2,5,2,26
54,31,29,697,2,5,2,27
54,32,29,535,2,5,2,28
54,33,29,832,2,5,2,29
54,34,29,510,2,5,2,30
54,35,29,624,2,5,2,31
54,36,29,724,2,5,2,32
54,37,29,634,2,5,2,33
54,38,29,1014,2,5,2,34
54,39,29,737,2,5,2,35
54,40,29,745,2,5,2,36
54,41,29,900,2,5,2,37
54,42,29,660,2,5,2,38
54,43,29,1003,2,5,2,39
54,44,29,593,2,5,2,40
54,45,29,1115,2,5,2,41
54,46,29,1946,2,5,2,42
54,47,29,673,2,5,2,43
54,48,29,725,2,5,2,44
55,2,20,5953,2,17,1,-14
55,3,20,6494,2,17,1,-13
55,4,20,5746,2,17,1,-12
55,5,20,5636,2,17,1,-11
55,6,20,5856,2,17,1,-10
55,7,20,4722,2,17,1,-9
55,8,20,4815,2,17,1,-8
55,9,20,5806,2,17,1,-7
55,10,20,5937,2,17,1,-6
55,11,20,4053,2,17,1,-5
55,12,20,4901,2,17,1,-4
55,13,20,4746,2,17,1,-3
55,14,20,5569,2,17,1,-2
55,15,20,7138,2,17,1,-1
55,17,20,4635,2,17,2,1
55,18,20,7536,2,17,1,2
55,19,20,7673,2,17,1,3
55,21,20,1589,2,17,2,5
55,22,20,927,2,17,2,6
55,23,20,831,2,17,2,7
55,24,20,1119,2,17,2,8
55,25,20,1050,2,17,2,9
55,26,20,945,2,17,2,10
55,27,20,1275,2,17,2,11
55,28,20,949,2,17,2,12
55,29,20,1308,2,17,2,13
55,30,20,747,2,17,2,14
55,1,21,12488,1,24,1,-22
55,2,21,7370,1,24,1,-21
55,3,21,5851,1,24,1,-20
55,4,21,5266,1,24,1,-19
55,5,21,6324,1,24,1,-18
55,6,21,5256,1,24,1,-17
55,7,21,5198,1,24,1,-16
55,8,21,5100,1,24,1,-15
55,9,21,4991,1,24,1,-14
55,10,21,4785,1,24,1,-13
55,11,21,5802,1,24,1,-12
55,12,21,5730,1,24,1,-11
55,13,21,4195,1,24,1,-10
55,14,21,6099,1,24,1,-9
55,16,21,5442,1,24,1,-7
55,17,21,9919,1,24,1,-6
55,19,21,5638,1,24,1,-4
55,20,21,7929,1,24,1,-3
55,21,21,7894,1,24,1,-2
55,22,21,7682,1,24,1,-1
55,24,21,992,1,24,2,1
55,25,21,1360,1,24,2,2
55,26,21,894,1,24,2,3
55,27,21,2789,1,24,2,4
55,28,21,1473,1,24,2,5
55,29,21,1963,1,24,2,6
55,30,21,1076,1,24,2,7
55,1,22,4502,2,17,1,-15
55,2,22,3810,2,17,1,-14
55,3,22,4129,2,17,1,-13
55,4,22,3968,2,17,1,-12
55,5,22,5871,2,17,1,-11
55,6,22,3980,2,17,1,-10
55,7,22,4639,2,17,1,-9
55,8,22,3692,2,17,1,-8
55,9,22,4736,2,17,1,-7
55,10,22,3585,2,17,1,-6
55,11,22,3649,2,17,1,-5
55,12,22,4733,2,17,1,-4
55,13,22,4112,2,17,1,-3
55,14,22,6323,2,17,1,-2
55,15,22,4427,2,17,1,-1
55,17,22,1664,2,17,2,1
55,18,22,1165,2,17,2,2
55,19,22,7568,2,17,1,3
55,20,22,4237,2,17,1,4
55,21,22,1739,2,17,2,5
55,22,22,1470,2,17,2,6
55,23,22,1381,2,17,2,7
55,24,22,1112,2,17,2,8
55,25,22,1894,2,17,2,9
55,26,22,1165,2,17,2,10
55,27,22,1878,2,17,2,11
55,28,22,1309,2,17,2,12
55,29,22,1893,2,17,2,13
55,30,22,1767,2,17,2,14
55,2,23,5765,2,20,1,-17
55,3,23,6447,2,20,1,-16
55,4,23,4445,2,20,1,-15
55,6,23,4537,2,20,1,-13
55,7,23,3954,2,20,1,-12
55,8,23,5460,2,20,1,-11
55,9,23,4218,2,20,1,-10
55,10,23,3903,2,20,1,-9
55,12,23,5925,2,20,1,-7
55,13,23,4446,2,20,1,-6
55,14,23,4852,2,20,1,-5
55,15,23,4709,2,20,1,-4
55,16,23,7301,2,20,1,-3
55,17,23,5425,2,20,1,-2
55,19,23,6227,2,20,1,0
55,20,23,2044,2,20,2,1
55,21,23,5840,2,20,1,2
55,22,23,4993,2,20,2,3
55,23,23,1861,2,20,2,4
55,24,23,3083,2,20,2,5
55,25,23,7410,2,20,1,6
55,26,23,1949,2,20,2,7
55,29,23,2379,2,20,2,10
55,30,23,1391,2,20,2,11
55,1,24,8540,2,20,1,-18
55,2,24,5289,2,20,1,-17
55,3,24,4143,2,20,1,-16
55,4,24,3979,2,20,1,-15
55,5,24,5182,2,20,1,-14
55,6,24,3924,2,20,1,-13
55,7,24,5285,2,20,1,-12
55,9,24,4028,2,20,1,-10
55,10,24,3463,2,20,1,-9
55,11,24,7163,2,20,1,-8
55,12,24,3869,2,20,1,-7
55,13,24,3695,2,20,1,-6
55,15,24,7118,2,20,1,-4
55,16,24,5229,2,20,1,-3
55,17,24,5313,2,20,1,-2
55,18,24,5352,2,20,1,-1
55,19,24,6047,2,20,1,0
55,20,24,2101,2,20,2,1
55,21,24,1528,2,20,2,2
55,22,24,1952,2,20,2,3
55,23,24,1496,2,20,2,4
55,24,24,1539,2,20,2,5
55,25,24,1440,2,20,2,6
55,26,24,1789,2,20,2,7
55,27,24,2393,2,20,2,8
55,28,24,2203,2,20,2,9
55,29,24,8443,2,20,1,10
55,30,24,1167,2,20,2,11
55,2,25,5372,2,16,1,-13
55,3,25,4636,2,16,1,-12
55,4,25,17390,2,16,1,-11
55,5,25,5706,2,16,1,-10
55,6,25,4213,2,16,1,-9
55,7,25,3875,2,16,1,-8
55,8,25,4033,2,16,1,-7
55,9,25,4985,2,16,1,-6
55,10,25,3464,2,16,1,-5
55,11,25,3925,2,16,1,-4
55,12,25,4500,2,16,1,-3
55,13,25,4287,2,16,1,-2
55,14,25,5160,2,16,1,-1
55,15,25,4664,2,16,1,0
55,16,25,4828,2,16,2,1
55,17,25,1228,2,16,2,2
55,18,25,1195,2,16,2,3
55,19,25,5637,2,16,1,4
55,20,25,5029,2,16,1,5
55,21,25,2740,2,16,2,6
55,22,25,5327,2,16,2,7
55,23,25,1540,2,16,2,8
55,24,25,1866,2,16,2,9
55,25,25,1862,2,16,2,10
55,26,25,1860,2,16,2,11
55,27,25,1252,2,16,2,12
55,28,25,1052,2,16,2,13
55,29,25,1443,2,16,2,14
55,30,25,838,2,16,2,15
55,2,26,6011,2,16,1,-13
55,3,26,7565,2,16,1,-12
55,4,26,5224,2,16,1,-11
55,5,26,8286,2,16,1,-10
55,6,26,5292,2,16,1,-9
55,7,26,5362,2,16,1,-8
55,8,26,5741,2,16,1,-7
55,9,26,7326,2,16,1,-6
55,10,26,4280,2,16,1,-5
55,11,26,4465,2,16,1,-4
55,12,26,4586,2,16,1,-3
55,13,26,5816,2,16,1,-2
55,14,26,5818,2,16,1,-1
55,15,26,6397,2,16,1,0
55,16,26,3092,2,16,2,1
55,17,26,2206,2,16,2,2
55,18,26,1168,2,16,2,3
55,19,26,6981,2,16,1,4
55,20,26,1446,2,16,2,5
55,21,26,1324,2,16,2,6
55,22,26,2584,2,16,2,7
55,23,26,4385,2,16,2,8
55,24,26,1467,2,16,2,9
55,25,26,2712,2,16,2,10
55,26,26,1139,2,16,2,11
55,27,26,3758,2,16,2,12
55,28,26,2067,2,16,2,13
55,29,26,2037,2,16,2,14
55,30,26,1166,2,16,2,15
55,1,27,9762,2,14,1,-12
55,2,27,6165,2,14,1,-11
55,3,27,5480,2,14,1,-10
55,4,27,5092,2,14,1,-9
55,5,27,5384,2,14,1,-8
55,6,27,4589,2,14,1,-7
55,7,27,4600,2,14,1,-6
55,8,27,5195,2,14,1,-5
55,9,27,4622,2,14,1,-4
55,10,27,5012,2,14,1,-3
55,11,27,3639,2,14,1,-2
55,12,27,4296,2,14,1,-1
55,13,27,4496,2,14,1,0
55,14,27,1361,2,14,2,1
55,15,27,1305,2,14,2,2
55,16,27,1135,2,14,2,3
55,17,27,7643,2,14,1,4
55,19,27,2001,2,14,2,6
55,20,27,1496,2,14,2,7
55,21,27,1219,2,14,2,8
55,22,27,1311,2,14,2,9
55,23,27,2031,2,14,2,10
55,24,27,973,2,14,2,11
55,25,27,1460,2,14,2,12
55,26,27,1437,2,14,2,13
55,27,27,1158,2,14,2,14
55,28,27,972,2,14,2,15
55,29,27,1412,2,14,2,16
55,30,27,938,2,14,2,17
55,1,28,6312,2,12,1,-10
55,2,28,4778,2,12,1,-9
55,3,28,5299,2,12,1,-8
