subject,trial,first.correct.trial.item,trials.since.1st.correct,reversions,item,strategy,is.alg,is.ret,RT,logRT,pred.logRT.ps,pred.RT.ps,pred.logRT.de,pred.RT.de
8,5,7,-1,TRUE,6,1,1,0,6329,8.752897524775305,8.763179255585795,6394.40875569157,8.610395549925995,5488.419192304122
8,6,7,0,TRUE,6,1,1,0,6783,8.82217476094608,8.763179255585795,6394.40875569157,8.457749478586456,4711.442854278698
8,7,7,1,TRUE,6,2,0,1,2059,7.629975707027789,7.234359828603977,1386.2531744321282,8.23173461765089,3758.3473968479984
8,8,7,2,TRUE,6,1,1,0,5506,8.613593685702552,8.763179255585795,6394.40875569157,7.95639519525299,2853.7671151572144
8,9,7,3,TRUE,6,2,0,1,1287,7.160069207596127,7.138981942815059,1260.1448363394074,7.6740140332001765,2151.7011336035857
8,10,7,4,TRUE,6,2,0,1,3136,8.0507033814703,7.0989959249098655,1210.7507792710683,7.421935177091277,1672.2665103608715
8,11,7,5,TRUE,6,2,0,1,866,6.763884908562435,7.062824171835119,1167.7384071644196,7.218579383043504,1364.5491814166933
8,12,7,6,TRUE,6,2,0,1,907,6.810142450115136,7.029801948504681,1129.8068280951873,7.065053902667178,1170.3450544756379
8,13,7,7,TRUE,6,2,0,1,1349,7.207118856207756,6.999424447766088,1096.002170365056,6.953453597879718,1046.7585760374334
8,14,7,8,TRUE,6,2,0,1,789,6.670766320845874,6.971299275039333,1065.6063672488415,6.873711263965464,966.5289619128804
8,15,7,9,TRUE,6,2,0,1,800,6.684611727667927,6.9451153656555995,1038.0667475490718,6.816933719838162,913.1806450977913
8,16,7,10,TRUE,6,2,0,1,810,6.697034247666484,6.920621954194303,1012.9498070384548,6.7763141109121285,876.8308592721119
8,17,7,11,TRUE,6,2,0,1,736,6.601230118728877,6.897613930758651,989.9099018538005,6.746978290969898,851.4819406148954
8,18,7,12,TRUE,6,2,0,1,781,6.660575149839686,6.875921389250415,968.6674743299332,6.725539643019412,833.4216053675327
8,19,7,13,TRUE,6,2,0,1,808,6.694562058521095,6.855402005263927,948.9935531365429,6.7096701947677815,820.300055582773
8,20,7,14,TRUE,6,2,0,1,680,6.522092798170152,6.835935371345221,930.698492410136,6.69776965403207,810.5958982429489
8,21,7,15,TRUE,6,2,0,1,1016,6.923628628138427,6.817418715785068,913.6236414264847,6.688731323644744,803.3024745413272
8,22,7,16,TRUE,6,2,0,1,1161,7.057036981697891,6.799763618270474,897.6350820369934,6.681782733730691,797.7400031162208
8,23,7,17,TRUE,6,2,0,1,670,6.507277712385012,6.782893456208557,882.6188519840393,6.676378779063205,793.4406794407209
8,24,7,18,TRUE,6,2,0,1,917,6.821107472256465,6.766741394940037,868.4772536392081,6.6721302906991715,790.0769064812815
8,25,7,19,TRUE,6,2,0,1,600,6.396929655216146,6.751248788496141,855.1259675017809,6.668756127082256,787.4155501796265
8,26,7,20,TRUE,6,2,0,1,772,6.648984550024776,6.736363894201443,842.4917704790688,6.666050808839987,785.288219378341
8,27,7,21,TRUE,6,2,0,1,658,6.489204931325317,6.722040829996149,830.510714302107,6.663862451524003,783.5716071238592
8,28,7,22,TRUE,6,2,0,1,737,6.602587892189336,6.7082387214746895,819.1266580049007,6.662077564083453,782.1742674215476
8,29,7,23,TRUE,6,2,0,1,886,6.786716950605081,6.694920998668099,808.290075695571,6.6606104637794905,781.0275806739756
8,30,7,24,TRUE,6,2,0,1,787,6.668228248417403,6.682054812090956,797.9570804378681,6.659395825272877,780.0794904097963
8,31,7,25,TRUE,6,2,0,1,462,6.135564891081739,6.66961054457459,788.0886192995042,6.658383379426121,779.2901018436096
8,32,7,26,TRUE,6,2,0,1,678,6.519147287940395,6.657561400629659,778.6498050948277,6.657534102026464,778.6285493328983
8,33,7,27,TRUE,6,2,0,1,691,6.53813982376767,6.645883059016209,769.6093581348586,6.656817445906546,778.0707403203712
8,34,7,28,TRUE,6,2,0,1,1040,6.946975992135418,6.634553377194008,760.9391371458554,6.6562093112356955,777.5977123737339
8,35,7,29,TRUE,6,2,0,1,833,6.725033642166843,6.623552138625608,752.6137429523916,6.655690543236582,777.1944241799196
8,36,7,30,TRUE,6,2,0,1,686,6.530877627725885,6.612860835685771,744.6101819140459,6.6552458103691405,776.8488571233044
8,37,7,31,TRUE,6,2,0,1,644,6.467698726104354,6.60246248232133,736.9075787226701,6.654862759507409,776.5513414845965
8,38,7,32,TRUE,6,2,0,1,736,6.601230118728877,6.5923414516992835,729.4869302028167,6.654531374564217,776.2940466965775
8,39,7,33,TRUE,6,2,0,1,780,6.659293919683638,6.582483334947177,722.3308933524668,6.6542434858143285,776.07059254044
8,40,7,34,TRUE,6,2,0,1,772,6.648984550024776,6.572874817780578,715.42360211900575,6.653992391749686,775.8757502838
8,41,7,35,TRUE,6,2,0,1,1112,7.013915474810528,6.5635035723666775,708.7505084040746,6.653772565618741,775.7052112646746
8,42,7,36,TRUE,6,2,0,1,808,6.694562058521095,6.5543581622204234,702.298243588838,6.653579426165884,775.5554064516676
8,43,7,37,TRUE,6,2,0,1,881,6.78105762593618,6.545427958292628,696.0544975124069,6.653409157386744,775.423364821059
8,44,7,38,TRUE,6,2,0,1,744,6.612041034833092,6.536703064705831,690.0079123543887,6.653258565959831,775.3066015020868
8,45,7,39,TRUE,6,2,0,1,682,6.525029657843462,6.52817425283669,684.1479892935422,6.653124967825805,775.203028905535
8,46,7,40,TRUE,6,2,0,1,719,6.577861357721047,6.519832902643913,678.4650061582988,6.653006097455929,775.1108857114161
8,47,7,41,TRUE,6,2,0,1,776,6.654152520183219,6.511670950306559,672.9499445669807,6.652900034886915,775.0286798191682
8,48,7,42,TRUE,6,2,0,1,671,6.508769136971682,6.503680841375393,667.5944252880325,6.65280514674636,774.9551422778384
8,1,6,-4,TRUE,9,1,1,0,5775,8.661293535389994,8.699775794215515,6001.566480484781,8.719878199360927,6123.433204611417
8,2,6,-3,TRUE,9,1,1,0,5523,8.616676469901188,8.699775794215515,6001.566480484781,8.712885598724075,6080.763840461534
8,3,6,-2,TRUE,9,1,1,0,6849,8.831857935197906,8.699775794215515,6001.566480484781,8.677498328310786,5869.345035460971
8,4,6,-1,TRUE,9,1,1,0,5833,8.671286726753637,8.699775794215515,6001.566480484781,8.570323948592273,5272.837641882482
8,5,6,0,TRUE,9,1,1,0,5633,8.636397438894713,8.699775794215515,6001.566480484781,8.34749753711149,4219.6081071414565
8,6,6,1,TRUE,9,2,0,1,1221,7.107425474110705,7.024355195735974,1123.6697782950241,8.017335035632742,3033.083493403836
8,7,6,2,TRUE,9,1,1,0,6009,8.701013624333928,8.699775794215515,6001.566480484781,7.655061926462065,2111.305860909432
8,8,6,3,TRUE,9,2,0,1,1539,7.338888133838879,6.957552211365301,1051.057638933715,7.3416660786723575,1543.2812008154058
8,9,6,4,TRUE,9,2,0,1,493,6.20050917404269,6.93020167741292,1022.7002143589168,7.111065759695,1225.4528886742964
8,10,6,5,TRUE,9,2,0,1,1181,7.074116816197362,6.9057357910933765,997.9825499049085,6.956155811586886,1049.590966548429
8,11,6,6,TRUE,9,2,0,1,1354,7.21081845347222,6.883603704802524,976.1377412667692,6.856013454552682,949.573992006024
8,12,6,7,TRUE,9,2,0,1,642,6.464588303689961,6.863398693042247,956.6127819794966,6.791666912855167,890.3965389273945
8,13,6,8,TRUE,9,2,0,1,1001,6.90875477931522,6.844811883985531,938.9966240919233,6.749861531568447,853.9405105361233
8,14,6,9,TRUE,9,2,0,1,788,6.669498089857879,6.827603186678342,922.9759581710971,6.722182168768235,830.628105962472
